"Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","PBargains2","DBargains2","POffer2","DOffer2","POfferMixedness2","DOfferMixedness2","Settles2","PBet2","DBet2","PBetMixedness2","DBetMixedness2","PAbandons2","DDefaults2","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","Settles1","PAbandons1","DDefaults1","Settles2","PAbandons2","DDefaults2","P Loses","P Wins"
"PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable",0.5,0,0.5,0.654387,0.9028,0.16168,0.1148,0.03136,0.470628,0.287939,0.153523,0.109389,0.01232,,,,,0.07072,0.0024,0.05592,0.05136,0.703704,0.462963,0.0846809,0.185914,0.02016,,,,,0.00616,0.0036,0.04632,0.661485,1044980,909599,1044980,909599,45420,3994.47,55019.5,0,0,0.03248,31752.9,0.07688,0.006,0.00088,1,0,0.01248,0.9028,0.16168,0.0972,0.74112,0.01232,0.07072,0.0024,0.02016,0.00616,0.0036,0.01568,0.03064
"Truly Not Liable",0.5,0,0.5,0.347027,0.61328,0.32624,0.24632,0.04864,0.389949,0.266698,0.156341,0.0877119,0.02408,,,,,0.198,0.00176,0.08328,0.05992,0.679487,0.487179,0.109516,0.170885,0.02784,,,,,0.02088,0.00184,0.05184,0.415123,1003090,946325,1003090,946325,50584.8,53674.8,0,0,0,0.05192,28351.3,0.21888,0.0036,0.00072,0,0,0.00096,0.61328,0.32624,0.38672,0.28704,0.02408,0.198,0.00176,0.02784,0.02088,0.00184,0.03032,0.02152
"AllCount",25000,0,25000,0.500707,18951,6099,4514,1000,0.423576,0.275552,0.155166,0.096747,455,,,,,3359,52,1740,1391,0.689394,0.477273,0.0993564,0.177033,600,,,,,338,68,1227,652,1024040,927962,1024040,927962,48002.4,28834.6,27509.7,0,0,1055,29660.3,3697,120,20,12500,0,0.00672,18951,6099,6049,12852,455,3359,52,600,338,68,575,652
"Liability Strength1",0.2024,0,0.2024,0.166667,0.397431,0.358893,0.284585,0.0434783,0.330897,0.243665,0.152035,0.070197,0.0250988,,,,,0.262253,0.000197628,0.0652174,0.0351779,0.5,0.416667,0.150089,0.189112,0.020751,,,,,0.0306324,0.000197628,0.019763,0.04,982926,973838,982926,973838,43236.2,25200.9,3226.12,0,0,0.0458498,25071.8,0.292885,0.000395257,0.000790514,0.0268775,0,-0.0144269,0.397431,0.358893,0.602569,0.0385375,0.0250988,0.262253,0.000197628,0.020751,0.0306324,0.000197628,0.0189723,0.0007905
"Liability Strength2",0.1557,0,0.15572,0.333333,0.634215,0.358849,0.273825,0.0513743,0.379155,0.265948,0.156787,0.088341,0.0287696,,,,,0.223992,0.00102749,0.0911893,0.0642178,0.766667,0.533333,0.0974308,0.150269,0.0313383,,,,,0.0256871,0.00231184,0.045723,0.241573,999802,946787,999802,946787,53411.3,38007.7,24197.1,0,0,0.0601079,27670.9,0.249679,0.00333933,0.00128436,0.244798,0,-0.010018,0.634215,0.358849,0.365785,0.275366,0.0287696,0.223992,0.00102749,0.0313383,0.0256871,0.00231184,0.0346776,0.0110455
"Liability Strength3",0.2777,0,0.27772,0.5,0.80628,0.315282,0.220078,0.0600605,0.433852,0.282534,0.157989,0.100975,0.023909,,,,,0.140717,0.00403284,0.111623,0.0939075,0.583333,0.375,0.123214,0.180451,0.0407605,,,,,0.0102261,0.00259254,0.093043,0.520124,1019210,920770,1019210,920770,60015.1,43377,39507.5,0,0,0.0646695,30697.8,0.150943,0.00662538,0.00086418,0.50036,0,0.0260694,0.80628,0.315282,0.19372,0.490998,0.023909,0.140717,0.00403284,0.0407605,0.0102261,0.00259254,0.0446493,0.0483941
"Liability Strength4",0.1636,0,0.16356,0.666667,0.951577,0.129616,0.0877965,0.0283688,0.528788,0.299242,0.145668,0.116741,0.00978234,,,,,0.0396185,0.0029347,0.0494008,0.0538029,0.833333,0.625,0.0469564,0.169775,0.0171191,,,,,0.00244559,0.00366838,0.054047,0.859729,1053630,901378,1053630,901378,44989,28985.5,34651.5,0,0,0.0269014,35454.5,0.0420641,0.00660308,0.00122279,0.750795,0,0.0616288,0.951577,0.129616,0.0484226,0.821961,0.00978234,0.0396185,0.0029347,0.0171191,0.00244559,0.00366838,0.00758132,0.0464661
"Liability Strength5",0.2006,0,0.2006,0.833333,0.99342,0.0333001,0.0241276,0.00937188,0.607527,0.317204,0.159284,0.145565,0.00199402,,,,,0.00418744,0.00139581,0.0155533,0.0181456,0.777778,0.5,0.0749912,0.21415,0.00398804,,,,,0.000398804,0.00498504,0.016351,0.963415,1066870,898695,1066870,898695,34438.7,5123.96,32149.4,0,0,0.00598205,43888.9,0.00458624,0.00638086,0,0.970489,0,-0.0305085,0.99342,0.0333001,0.00658026,0.96012,0.00199402,0.00418744,0.00139581,0.00398804,0.000398804,0.00498504,0.00059821,0.0157527
"PLiabilitySignal1",0.1686,0,0.1686,0.261566,0.0130486,0.00925267,0.00450771,0.00142349,0.416667,0.291667,0.145909,0.0805313,0.000474496,,,,,0.00640569,0,0.00189798,0.00166074,,,,,0.000474496,,,,,0.000948992,0,0.000949,0.25,999753,998997,999753,998997,1249.11,766.509,13403.3,0,0,0.00094899,33333.3,0.00735469,0,0,0.133096,0,-1.09514,0.0130486,0.00925267,0.986951,0.00379597,0.000474496,0.00640569,0,0.000474496,0.000948992,0,0.00071174,0.0002372
"PLiabilitySignal2",0.2257,0,0.22572,0.375421,0.667907,0.416445,0.346447,0.0606061,0.275185,0.22963,0.144994,0.0725067,0.042885,,,,,0.318625,0.000886054,0.052986,0.0287081,0.416667,0.583333,0.175283,0.20375,0.0189615,,,,,0.0318979,0.000177211,0.003013,0.235294,996019,950098,996019,950098,53883.6,30729.7,28534.6,0,0,0.0618465,22779.4,0.350523,0.00106326,0.00106326,0.341662,0,-0.357788,0.667907,0.416445,0.332093,0.251462,0.042885,0.318625,0.000886054,0.0189615,0.0318979,0.000177211,0.00230374,0.0007088
"PLiabilitySignal3",0.1961,0,0.19608,0.498742,0.99796,0.395757,0.30457,0.0638515,0.319928,0.259783,0.167835,0.0834988,0.0356997,,,,,0.277438,0.00101999,0.0748674,0.0520196,0.666667,0.333333,0.148183,0.17244,0.0346797,,,,,0.0293758,0.000815993,0.016728,0.292683,1021560,914149,1021560,914149,64296.2,39609.9,32266.1,0,0,0.0703794,26183.6,0.306814,0.00183599,0.00183599,0.5153,0,-0.00754794,0.99796,0.395757,0.00203998,0.602203,0.0356997,0.277438,0.00101999,0.0346797,0.0293758,0.000815993,0.0118319,0.004896
"PLiabilitySignal4",0.2413,0,0.24128,0.628979,0.999668,0.210046,0.11439,0.0397878,0.493994,0.307057,0.161773,0.111658,0.00530504,,,,,0.0288462,0.003813,0.138926,0.109251,0.683333,0.483333,0.11265,0.170227,0.0494032,,,,,0.00149204,0.003813,0.117374,0.481638,1045310,894155,1045310,894155,60529.7,40245.9,29483.3,0,0,0.0547082,37399,0.0303382,0.00762599,0.000497347,0.662467,0,0.360411,0.999668,0.210046,0.000331565,0.789622,0.00530504,0.0288462,0.003813,0.0494032,0.00149204,0.003813,0.0608422,0.0565318
"PLiabilitySignal5",0.1683,0,0.16832,0.726671,0.999287,0.119534,0.0848384,0.0235266,0.741002,0.307512,0.12899,0.130554,0.00095057,,,,,0,0.00451521,0.0541825,0.0731939,0.759259,0.462963,0.0622883,0.179168,0.00546578,,,,,0.000237643,0.0095057,0.098859,0.677885,1058310,891678,1058310,891678,50008.3,25498.3,31895.4,0,0,0.00641635,67901.2,0.000237643,0.0140209,0.000475285,0.829135,0,1.10884,0.999287,0.119534,0.000712928,0.879753,0.00095057,0,0.00451521,0.00546578,0.000237643,0.0095057,0.0318441,0.0670152
"DLiabilitySignal1",0.1668,0,0.16684,0.264365,0.590985,0.588588,0.450491,0.0553824,0.38003,0.220957,0.152439,0.0612045,0.0304483,,,,,0.389355,0,0.146488,0.0745625,0.777778,0.5,0.0826966,0.141603,0.0251738,,,,,0.0522656,0,0.091345,0.377953,967520,957530,967520,957530,74949.7,33966.5,22463.4,0,0,0.0556222,24066.1,0.441621,0,0,0.161352,0,1.09015,0.590985,0.588588,0.409015,0.00239751,0.0304483,0.389355,0,0.0251738,0.0522656,0,0.0568209,0.0345241
"DLiabilitySignal2",0.2304,0,0.23044,0.374009,0.578893,0.56518,0.411213,0.106058,0.426383,0.28383,0.153235,0.100734,0.0494706,,,,,0.277903,0.00520743,0.176011,0.162993,0.654762,0.369048,0.104196,0.188415,0.0756813,,,,,0.0201354,0.00208297,0.134699,0.595361,974506,947190,974506,947190,78304.1,35080.4,41439.4,0,0,0.125152,29912.2,0.298039,0.0072904,0.00190939,0.322861,0,0.364346,0.578893,0.56518,0.421107,0.0137129,0.0494706,0.277903,0.00520743,0.0756813,0.0201354,0.00208297,0.0545044,0.0801944
"DLiabilitySignal3",0.1987,0,0.19868,0.503355,0.770485,0.0702637,0.0473123,0.0257701,0.50625,0.353125,0.16958,0.155096,0.00684518,,,,,0.0253674,0.00362392,0.0225488,0.0251661,0.791667,0.833333,0.0789636,0.183458,0.0114757,,,,,0.000805315,0.00905979,0.013086,0.646154,1047030,922255,1047030,922255,30718.7,32898,21848.2,0,0,0.0183209,41117.2,0.0261727,0.0126837,0.00161063,0.499698,0,0.0495269,0.770485,0.0702637,0.229515,0.700221,0.00684518,0.0253674,0.00362392,0.0114757,0.000805315,0.00905979,0.00463056,0.0084558
"DLiabilitySignal4",0.2357,0,0.23568,0.624576,0.897828,0.00526137,0.00441276,0.0039036,0.564815,0.305556,0.207235,0.160405,0.00101833,,,,,0.00118805,0.000678887,0.000339443,0.00203666,0.5,0.5,0.163148,0.0982715,0.000169722,,,,,0,0.00135777,0.000849,0.8,1062430,910078,1062430,910078,27487.3,25195.7,22801.8,0,0,0.00118805,32142.9,0.00118805,0.00203666,0.000169722,0.678208,0,-0.352682,0.897828,0.00526137,0.102172,0.892566,0.00101833,0.00118805,0.000678887,0.000169722,0,0.00135777,0.00016972,0.0006789
"DLiabilitySignal5",0.1684,0,0.16836,0.731805,0.958422,0.00190069,0.00118793,0.0016631,0.433333,0.533333,0.19988,0.183955,0.000712758,,,,,0.000237586,0,0.000237586,0.000950344,,,,,0.000237586,,,,,0,0.000712758,0,,1066950,904114,1066950,904114,28938,15499.1,26716,0,0,0.00095034,43750,0.000237586,0.000712758,0,0.828938,0,-1.10383,0.958422,0.00190069,0.0415776,0.956522,0.000712758,0.000237586,0,0.000237586,0,0.000712758,0,0
"MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MutOptLiability4",0.0029,0,0.00292,0.490868,1,1,0.671233,0.0547945,0.775,0.233333,0.118679,0.0667884,0,,,,,0,0,0.520548,0.506849,0.833333,0.5,0.032315,0.143039,0,,,,,0,0,1,0.575342,952534,837466,952534,837466,210000,106370,75411,0,0,0,,0,0,0,0.561644,0,4,1,1,0,0,0,0,0,0,0,0,0.424658,0.575342
"MutOptLiability3",0.0286,0,0.02856,0.496265,1,0.994398,0.612045,0.130252,0.613286,0.274614,0.139825,0.101305,0.00840336,,,,,0.0812325,0.00980392,0.589636,0.5,0.785714,0.357143,0.0638304,0.175334,0.0826331,,,,,0.00420168,0.00980392,0.798319,0.540351,952863,854385,952863,854385,192752,99391.9,64515.6,0,0,0.0910364,40256.4,0.0854342,0.0196078,0.00140056,0.473389,0,3,1,0.994398,0,0.00560224,0.00840336,0.0812325,0.00980392,0.0826331,0.00420168,0.00980392,0.366947,0.431373
"MutOptLiability2",0.0982,0,0.09816,0.505433,0.997555,0.660554,0.440098,0.107579,0.473851,0.298468,0.158905,0.107092,0.0260799,,,,,0.267726,0.00937245,0.284026,0.236349,0.645833,0.479167,0.107882,0.192243,0.107987,,,,,0.0383048,0.0134474,0.197637,0.538144,992524,900067,992524,900067,107408,53722.8,40337.2,0,0,0.134067,34802.4,0.306031,0.0228199,0.000814996,0.501222,0,2,0.997555,0.660554,0.00244499,0.337001,0.0260799,0.267726,0.00937245,0.107987,0.0383048,0.0134474,0.0912795,0.106357
"MutOptLiability1",0.2128,0,0.21284,0.495364,0.931404,0.451983,0.358767,0.0644616,0.337927,0.261811,0.161814,0.0852935,0.0368352,,,,,0.326067,0.00281902,0.0781808,0.0526217,0.708333,0.625,0.123273,0.144726,0.0334524,,,,,0.0342041,0.00357076,0.015035,0.425,1010630,922750,1010630,922750,66624.7,32600.4,30774.8,0,0,0.0702875,27161.3,0.360271,0.00638978,0.00131554,0.501785,0,1,0.931404,0.451983,0.0685961,0.479421,0.0368352,0.326067,0.00281902,0.0334524,0.0342041,0.00357076,0.00864499,0.0063898
"MutOptLiability0",0.3225,0,0.32248,0.506429,0.729224,0.148226,0.12069,0.032126,0.280021,0.246894,0.15241,0.088535,0.0215827,,,,,0.105433,0.000868271,0.019102,0.0148846,0.416667,0.583333,0.175283,0.20375,0.0110394,,,,,0.00682213,0.000496155,0.001985,0.3125,1033350,932621,1033350,932621,34028.2,23894,23992.3,0,0,0.0326222,23954.4,0.112255,0.00136443,0.000868271,0.505706,0,0,0.729224,0.148226,0.270776,0.580997,0.0215827,0.105433,0.000868271,0.0110394,0.00682213,0.000496155,0.00136443,0.0006202
"MutOptLiability-1",0.2046,0,0.20464,0.497459,0.624902,0.01681,0.0115324,0.00566849,0.373563,0.33908,0.15768,0.12626,0.00195465,,,,,0.0111415,0,0.00273651,0.00293198,,,,,0.00175919,,,,,0.000781861,0.000781861,0.000391,0.5,1041810,937996,1041810,937996,20198.4,19529.3,20156.2,0,0,0.00371384,32017.5,0.0119234,0.000781861,0.000586396,0.490813,0,-1,0.624902,0.01681,0.375098,0.608092,0.00195465,0.0111415,0,0.00175919,0.000781861,0.000781861,0.00019547,0.0001955
"MutOptLiability-2",0.0988,0,0.0988,0.498785,0.579352,0.00323887,0.00242915,0.00283401,0.3,0.433333,0.177661,0.161931,0.00161943,,,,,0.000809717,0,0,0.000809717,,,,,0,,,,,0,0.000404858,0.000405,1,1040260,942057,1040260,942057,17684.2,14448.4,21817.8,0,0,0.00161943,31250,0.000809717,0.000404858,0,0.521053,0,-2,0.579352,0.00323887,0.420648,0.576113,0.00161943,0.000809717,0,0,0,0.000404858,0,0.0004049
"MutOptLiability-3",0.0288,0,0.02884,0.496533,0.350902,0.00138696,0.00138696,0.00138696,0.166667,0.5,0.161789,0.168036,0.00138696,,,,,0,0,0,0,,,,,0,,,,,0,0,0,,1024440,964929,1024440,964929,10631.1,11927.9,27876.8,0,0,0.00138696,33333.3,0,0,0,0.439667,0,-3,0.350902,0.00138696,0.649098,0.349515,0.00138696,0,0,0,0,0,0,0
"MutOptLiability-4",0.0028,0,0.00276,0.485507,0,0,0,0,,,,,0,,,,,0,0,0,0,,,,,0,,,,,0,0,0,,1000000,1000000,1000000,1000000,0,0,42029,0,0,0,,0,0,0,0.42029,0,-4,0,0,1,0,0,0,0,0,0,0,0,0
"MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable MutOptLiability4",0.0016,0,0.00164,0.552846,1,1,0.731707,0.0243902,0.763889,0.236111,0.105885,0.0695473,0,,,,,0,0,0.487805,0.560976,,,,,0,,,,,0,0,1,0.707317,965732,824268,965732,824268,210000,75731.7,134268,0,0,0,,0,0,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0.292683,0.707317
"Truly Liable MutOptLiability3",0.0135,0,0.01352,0.57643,1,0.991124,0.64497,0.153846,0.660044,0.267108,0.135705,0.109552,0.0118343,,,,,0.0414201,0.0147929,0.56213,0.571006,0.791667,0.291667,0.0496808,0.190028,0.0680473,,,,,0.00295858,0.00887574,0.843195,0.659649,963715,839820,963715,839820,196464,62537,136285,0,0,0.0798817,40123.5,0.0443787,0.0236686,0.00295858,1,0,3,1,0.991124,0,0.00887574,0.0118343,0.0414201,0.0147929,0.0680473,0.00295858,0.00887574,0.286982,0.556213
"Truly Liable MutOptLiability2",0.0492,0,0.0492,0.619648,0.998374,0.465041,0.285366,0.0861789,0.51195,0.316981,0.154074,0.118831,0.0146341,,,,,0.142276,0.0097561,0.230894,0.206504,0.777778,0.722222,0.0749912,0.203697,0.095122,,,,,0.0178862,0.0195122,0.165854,0.671569,1019520,892270,1019520,892270,88207.3,15535.2,80477.6,0,0,0.109756,38518.5,0.160163,0.0292683,0.00162602,1,0,2,0.998374,0.465041,0.00162602,0.533333,0.0146341,0.142276,0.0097561,0.095122,0.0178862,0.0195122,0.0544715,0.111382
"Truly Liable MutOptLiability1",0.1068,0,0.1068,0.66985,0.979026,0.255056,0.195506,0.0464419,0.354386,0.281579,0.165975,0.101188,0.0247191,,,,,0.164794,0.00337079,0.0543071,0.0449438,0.5,0.5,0.163148,0.0982715,0.0284644,,,,,0.0138577,0.00486891,0.014981,0.6,1038670,909134,1038670,909134,52196.6,1884.21,61330.5,0,0,0.0531835,28345.1,0.178652,0.0082397,0.00149813,1,0,1,0.979026,0.255056,0.0209738,0.72397,0.0247191,0.164794,0.00337079,0.0284644,0.0138577,0.00486891,0.00599251,0.0089888
"Truly Liable MutOptLiability0",0.1631,0,0.16308,0.658245,0.891342,0.0833947,0.0684327,0.0206034,0.293578,0.249235,0.156299,0.097308,0.0137356,,,,,0.0556782,0.000981114,0.0125092,0.0100564,0.333333,0.333333,0.175283,0.20375,0.00760363,,,,,0.00367918,0.000245278,0.001472,0.5,1052560,913775,1052560,913775,33668.1,236.694,47443.2,0,0,0.0213392,24329.5,0.0593574,0.00122639,0.000490557,1,0,0,0.891342,0.0833947,0.108658,0.807947,0.0137356,0.0556782,0.000981114,0.00760363,0.00367918,0.000245278,0.00073584,0.0007358
"Truly Liable MutOptLiability-1",0.1004,0,0.10044,0.681468,0.871366,0.0183194,0.0115492,0.00756671,0.4375,0.322917,0.173471,0.140953,0.00199124,,,,,0.0111509,0,0.00358423,0.00398248,,,,,0.00199124,,,,,0.000796495,0.00159299,0.000796,0.5,1058930,913271,1058930,913271,27795.7,189.831,41067,0,0,0.00398248,30833.3,0.0119474,0.00159299,0.000796495,1,0,-1,0.871366,0.0183194,0.128634,0.853047,0.00199124,0.0111509,0,0.00199124,0.000796495,0.00159299,0.00039825,0.0003982
"Truly Liable MutOptLiability-2",0.0515,0,0.05148,0.630407,0.835276,0.003885,0.003885,0.003885,0.3,0.433333,0.177661,0.161931,0.003108,,,,,0,0,0,0.000777001,,,,,0,,,,,0,0,0.000777,1,1058130,916441,1058130,916441,25431.2,83.5276,41872.6,0,0,0.003108,31250,0,0,0,1,0,-2,0.835276,0.003885,0.164724,0.831391,0.003108,0,0,0,0,0,0,0.000777
"Truly Liable MutOptLiability-3",0.0127,0,0.01268,0.598843,0.526814,0.00315457,0.00315457,0.00315457,0.166667,0.5,0.161789,0.168036,0.00315457,,,,,0,0,0,0,,,,,0,,,,,0,0,0,,1036600,947363,1036600,947363,16041,0,63404.3,0,0,0.00315457,33333.3,0,0,0,1,0,-3,0.526814,0.00315457,0.473186,0.523659,0.00315457,0,0,0,0,0,0,0
"Truly Liable MutOptLiability-4",0.0012,0,0.00116,0.54023,0,0,0,0,,,,,0,,,,,0,0,0,0,,,,,0,,,,,0,0,0,,1000000,1000000,1000000,1000000,0,0,100000,0,0,0,,0,0,0,1,0,-4,0,0,1,0,0,0,0,0,0,0,0,0
"Truly Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Not Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Not Liable MutOptLiability4",0.0013,0,0.00128,0.411458,1,1,0.59375,0.09375,0.791667,0.229167,0.13787,0.06265,0,,,,,0,0,0.5625,0.4375,0.833333,0.5,0.032315,0.143039,0,,,,,0,0,1,0.40625,935625,854375,935625,854375,210000,145625,0,0,0,0,,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0.59375,0.40625
"Truly Not Liable MutOptLiability3",0.015,0,0.01504,0.424202,1,0.99734,0.582447,0.109043,0.558974,0.283333,0.144611,0.0917271,0.00531915,,,,,0.117021,0.00531915,0.614362,0.43617,0.777778,0.444444,0.0826966,0.155741,0.0957447,,,,,0.00531915,0.0106383,0.757979,0.421053,943107,867478,943107,867478,189415,132522,0,0,0,0.101064,40350.9,0.12234,0.0159574,0,0,0,3,1,0.99734,0,0.00265957,0.00531915,0.117021,0.00531915,0.0957447,0.00531915,0.0106383,0.43883,0.319149
