"Scenario","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","PBargains2","DBargains2","POffer2","DOffer2","POfferMixedness2","DOfferMixedness2","Settles2","PBet2","DBet2","PBetMixedness2","DBetMixedness2","PAbandons2","DDefaults2","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PDoesntFile","P Files","DDoesntAnswer","D Answers","Settles1","DoesntSettle1","PAbandons1","PDoesntAbandon1","DDefaults1","DDoesntDefault1","POrDQuits1","Settles2","DoesntSettle2","PAbandons2","PDoesntAbandon2","DDefaults2","DDoesntDefault2","POrDQuits2","P Loses","P Wins"
"CostsMult0.8","Settles2",0.1302,0,0.1302,0.486175,1,1,0.682028,0.548387,0.512033,0.428827,0.119411,0.129789,0,,,,,0,0,1,1,0.473913,0.544928,0.0926639,0.116238,1,,,,,0,0,0,,1028030,931971,1028030,931971,40000,31195.6,29951.4,0,0,1,48028.7,0,0,0,0.479263,0,-0.795699,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"CostsMult0.8","DoesntSettle2",0.5902,0,0.5902,0.501977,1,1,0.64385,0.589292,0.71631,0.304791,0.112465,0.126272,0,,,,,0,0,0.644527,0.605219,0.657801,0.371897,0.0888809,0.107522,0,,,,,0.00508302,0.00677736,0.98814,0.509945,1023160,921027,1023160,921027,55810.2,39830.6,28557.1,0,0,0,,0.00508302,0.00677736,0,0.49712,0,0.677059,0,1,0,1,0,1,0,1,0,1,0,0,1,0.00508302,0.994917,0.00677736,0.98814,0.0118604,0.484243,0.503897
"CostsMult0.8","PAbandons2",0.003,0,0.003,0.355556,1,1,0.933333,0.2,0.666667,0.361111,0.155314,0.115225,0,,,,,0,0,0.933333,0.333333,0.5,0.333333,0.117644,0.106591,0,,,,,1,0,0,,980000,980000,980000,980000,40000,17333.3,16000,0,0,0,,1,0,0,0.133333,0,-0.733333,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0
"CostsMult0.8","PDoesntAbandon2",0.5872,0,0.5872,0.502725,1,1,0.642371,0.591281,0.716493,0.304584,0.112307,0.126313,0,,,,,0,0,0.643052,0.606608,0.658222,0.372,0.0888042,0.107525,0,,,,,0,0.00681199,0.993188,0.509945,1023380,920726,1023380,920726,55891,39945.5,28621.3,0,0,0,,0,0.00681199,0,0.498978,0,0.684264,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0.00681199,0.993188,0.00681199,0.486717,0.506471
"CostsMult0.8","DDefaults2",0.004,0,0.004,0.625,1,1,0.25,0.85,0.518519,0.314815,0.12407,0.147715,0,,,,,0,0,0.4,0.95,0.5,0.333333,0.137539,0.136698,0,,,,,0,1,0,,1080000,880000,1080000,880000,40000,65000,11000,0,0,0,,0,1,0,0.55,0,-0.15,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0
"CostsMult0.8","DDoesntDefault2",0.5832,0,0.5832,0.501886,1,1,0.645062,0.589506,0.717593,0.304527,0.112242,0.126194,0,,,,,0,0,0.644719,0.604252,0.658645,0.372103,0.0886739,0.107447,0,,,,,0,0,1,0.509945,1022990,921005,1022990,921005,56000,39773.7,28742.1,0,0,0,,0,0,0,0.498628,0,0.689986,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0.490055,0.509945
"CostsMult0.8","POrDQuits2",0.007,0,0.007,0.509524,1,1,0.542857,0.571429,0.577778,0.333333,0.136568,0.134719,0,,,,,0,0,0.628571,0.685714,0.5,0.333333,0.127592,0.121645,0,,,,,0.428571,0.571429,0,,1037140,922857,1037140,922857,40000,44571.4,13142.9,0,0,0,,0.428571,0.571429,0,0.371429,0,-0.4,0,1,0,1,0,1,0,1,0,1,0,0,1,0.428571,0.571429,0.571429,0,1,0,0
"CostsMult0.8","P Loses",0.2858,0,0.2858,0.360392,1,1,0.675297,0.540938,0.671508,0.263947,0.137633,0.104144,0,,,,,0,0,0.73268,0.474458,0.572597,0.300613,0.0941819,0.0994454,0,,,,,0,0,1,0,972000,972000,972000,972000,56000,19554.9,38606,0,0,0,,0,0,0,0.30161,0,0.705388,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0
"CostsMult0.8","P Wins",0.2974,0,0.2974,0.637861,1,1,0.616005,0.63618,0.754738,0.337235,0.0917758,0.143967,0,,,,,0,0,0.560188,0.728985,0.725118,0.42733,0.0844189,0.113628,0,,,,,0,0,1,1,1072000,872000,1072000,872000,56000,59203.8,19262.9,0,0,0,,0,0,0,0.687962,0,0.675185,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
"CostsMult0.8","DSignal Liab 3 Dam 3 Answers",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.8","DSignal Liab 3 Dam 3 Noans",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.8500000000000001","All",1,0,1,0.501267,0.902,0.811,0.4402,0.4476,0.58481,0.421169,0.123965,0.123533,0.0872,,,,,0.008,0.0052,0.4654,0.4632,0.550895,0.456376,0.128741,0.132436,0.1168,,,,,0.0092,0.006,0.5786,0.515036,1027650,928557,1027650,928557,43797.1,31039.6,25771.4,0,0,0.204,48586.6,0.0172,0.0112,0,0.5018,0,0.0026,0.098,0.902,0.091,0.811,0.0872,0.7238,0.008,0.7158,0.0052,0.7106,0.0132,0.1168,0.5938,0.0092,0.5846,0.006,0.5786,0.0152,0.2806,0.298
"CostsMult0.8500000000000001","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.8500000000000001","DisputeArises",1,0,1,0.501267,0.902,0.811,0.4402,0.4476,0.58481,0.421169,0.123965,0.123533,0.0872,,,,,0.008,0.0052,0.4654,0.4632,0.550895,0.456376,0.128741,0.132436,0.1168,,,,,0.0092,0.006,0.5786,0.515036,1027650,928557,1027650,928557,43797.1,31039.6,25771.4,0,0,0.204,48586.6,0.0172,0.0112,0,0.5018,0,0.0026,0.098,0.902,0.091,0.811,0.0872,0.7238,0.008,0.7158,0.0052,0.7106,0.0132,0.1168,0.5938,0.0092,0.5846,0.006,0.5786,0.0152,0.2806,0.298
"CostsMult0.8500000000000001","Litigated",0.811,0,0.811,0.503453,1,1,0.542787,0.551911,0.58481,0.421169,0.123965,0.123533,0.107522,,,,,0.00986436,0.00641184,0.573859,0.571147,0.550895,0.456376,0.128741,0.132436,0.14402,,,,,0.011344,0.00739827,0.71344,0.515036,1023820,923128,1023820,923128,53050.1,36867.5,29463.4,0,0,0.251541,48586.6,0.0212084,0.0138101,0,0.505795,0,0.243157,0,1,0,1,0.107522,0.892478,0.00986436,0.882614,0.00641184,0.876202,0.0162762,0.14402,0.732182,0.011344,0.720838,0.00739827,0.71344,0.0187423,0.345993,0.367448
"CostsMult0.8500000000000001","Settles",0.204,0,0.204,0.497549,1,1,0.72549,0.726471,0.470098,0.498039,0.133208,0.130091,0.427451,,,,,0,0,0.572549,0.572549,0.460094,0.551643,0.128191,0.132035,0.572549,,,,,0,0,0,,1030060,932888,1030060,932888,37050,27285.7,31389.3,0,0,1,48586.6,0,0,0,0.520588,0,-0.921569,0,1,0,1,0.427451,0.572549,0,0.572549,0,0.572549,0,0.572549,0,0,0,0,0,0,0,0
"CostsMult0.8500000000000001","Tried",0.5786,0,0.5786,0.507374,1,1,0.476668,0.494988,0.683012,0.358899,0.115921,0.118257,0,,,,,0,0,0.583477,0.582786,0.630482,0.368421,0.129096,0.13269,0,,,,,0,0,1,0.515036,1021750,918746,1021750,918746,59500,40988.6,29238.2,0,0,0,,0,0,0,0.502938,0,0.686139,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0.484964,0.515036
"CostsMult0.8500000000000001","Abandoned",0.0284,0,0.0284,0.465962,1,1,0.577465,0.457746,0.581481,0.32963,0.127725,0.114772,0,,,,,0.28169,0.183099,0.387324,0.323944,0.75,0.416667,0.134777,0.137062,0,,,,,0.323944,0.211268,0,,1021150,942276,1021150,942276,36573.9,21735.9,20217.4,0,0,0,,0.605634,0.394366,0,0.457746,0,-0.415493,0,1,0,1,0,1,0.28169,0.71831,0.183099,0.535211,0.464789,0,0.535211,0.323944,0.211268,0.211268,0,0.535211,0,0
"CostsMult0.8500000000000001","OneRound",0.1004,0,0.1004,0.471116,1,1,0.954183,0.934263,0.402093,0.491405,0.136853,0.14751,0.868526,,,,,0.0796813,0.0517928,0,0,,,,,0,,,,,0,0,0,,1029030,941217,1029030,941217,29750,22733.2,27826.2,0,0,0.868526,44591,0.0796813,0.0517928,0,0.498008,0,-0.962151,0,1,0,1,0.868526,0.131474,0.0796813,0.0517928,0.0517928,0,0.131474,0,0,0,0,0,0,0,0,0
"CostsMult0.8500000000000001","TwoRounds",0.7106,0,0.7106,0.508021,1,1,0.484661,0.497889,0.629783,0.403882,0.120793,0.117632,0,,,,,0,0,0.654939,0.651844,0.550895,0.456376,0.128741,0.132436,0.164368,,,,,0.0129468,0.00844357,0.814241,0.515036,1023090,920572,1023090,920572,56342.1,38864.6,29694.7,0,0,0.164368,51569.6,0.0129468,0.00844357,0,0.506896,0,0.413453,0,1,0,1,0,1,0,1,0,1,0,0.164368,0.835632,0.0129468,0.822685,0.00844357,0.814241,0.0213904,0.394878,0.419364
"CostsMult0.8500000000000001","ThreeRounds",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.8500000000000001","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.8500000000000001","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.8500000000000001","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.8500000000000001","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.8500000000000001","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.8500000000000001","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.8500000000000001","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.8500000000000001","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.8500000000000001","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.8500000000000001","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.8500000000000001","Truly Liable",0.5018,0,0.5018,0.656902,0.976086,0.817457,0.391391,0.500996,0.650043,0.498424,0.111602,0.134267,0.0864886,,,,,0.00318852,0.00996413,0.411319,0.540056,0.591837,0.510204,0.12893,0.132858,0.125149,,,,,0.00358709,0.009167,0.579912,0.716151,1048640,906680,1048640,906680,44678.4,12802.5,51358,0,0,0.211638,58349,0.00677561,0.0191311,0,1,0,-0.0127541,0.0239139,0.976086,0.158629,0.817457,0.0864886,0.730969,0.00318852,0.72778,0.00996413,0.717816,0.0131527,0.125149,0.592666,0.00358709,0.589079,0.009167,0.579912,0.0127541,0.164607,0.415305
"CostsMult0.8500000000000001","Truly Not Liable",0.4982,0,0.4982,0.344507,0.827379,0.804496,0.489362,0.393818,0.515525,0.339117,0.137095,0.112133,0.0879165,,,,,0.0128462,0.000401445,0.519872,0.385789,0.511038,0.403974,0.128558,0.132026,0.10839,,,,,0.0148535,0.00281012,0.577278,0.311544,1006500,950592,1006500,950592,42909.5,49408.5,0,0,0,0.196307,37985.7,0.0276997,0.00321156,0,0,0,0.018065,0.172621,0.827379,0.0228824,0.804496,0.0879165,0.71658,0.0128462,0.703733,0.000401445,0.703332,0.0132477,0.10839,0.594942,0.0148535,0.580088,0.00281012,0.577278,0.0176636,0.397431,0.179847
"CostsMult0.8500000000000001","AllCount",5000,0,5000,0.501267,4510,4055,2201,2238,0.58481,0.421169,0.123965,0.123533,436,,,,,40,26,2327,2316,0.550895,0.456376,0.128741,0.132436,584,,,,,46,30,2893,1490,1027650,928557,1027650,928557,43797.1,31039.6,25771.4,0,0,1020,48586.6,86,56,0,2509,0,0.0026,490,4510,455,4055,436,3619,40,3579,26,3553,66,584,2969,46,2923,30,2893,76,1403,1490
"CostsMult0.8500000000000001","Liability Strength1",0.198,0,0.198,0.166667,0.719192,0.719192,0.515152,0.281818,0.397612,0.231864,0.154406,0.086362,0.0959596,,,,,0.0171717,0,0.517172,0.224242,0.429293,0.292929,0.122876,0.131722,0.0848485,,,,,0.0262626,0.0030303,0.491919,0.0595483,988951,973563,988951,973563,37485.9,25762,2367.63,0,0,0.180808,24674.1,0.0434343,0.0030303,0,0.0222222,0,0.0181818,0.280808,0.719192,0,0.719192,0.0959596,0.623232,0.0171717,0.606061,0,0.606061,0.0171717,0.0848485,0.521212,0.0262626,0.494949,0.0030303,0.491919,0.0292929,0.462626,0.0292929
"CostsMult0.8500000000000001","Liability Strength2",0.1656,0,0.1656,0.333333,0.822464,0.817633,0.532609,0.373188,0.485333,0.332,0.143899,0.112579,0.10628,,,,,0.0144928,0,0.530193,0.357488,0.463636,0.366667,0.126916,0.122996,0.113527,,,,,0.0144928,0.00120773,0.567633,0.22766,1000410,956690,1000410,956690,42900.4,33041.3,23119.3,0,0,0.219807,38003.7,0.0289855,0.00120773,0,0.2343,0,-0.076087,0.177536,0.822464,0.00483092,0.817633,0.10628,0.711353,0.0144928,0.69686,0,0.69686,0.0144928,0.113527,0.583333,0.0144928,0.568841,0.00120773,0.567633,0.0157005,0.438406,0.129227
"CostsMult0.8500000000000001","Liability Strength3",0.2732,0,0.2732,0.5,0.95754,0.912884,0.492679,0.51757,0.586957,0.4259,0.126494,0.129028,0.090776,,,,,0.00658858,0.00219619,0.529283,0.553441,0.539604,0.478548,0.132696,0.133483,0.143485,,,,,0.00439239,0.00219619,0.66325,0.481236,1023470,927343,1023470,927343,49183,40632.1,38462.1,0,0,0.234261,48802.1,0.010981,0.00439239,0,0.507321,0,0.0300146,0.0424597,0.95754,0.0446559,0.912884,0.090776,0.822108,0.00658858,0.81552,0.00219619,0.813324,0.00878477,0.143485,0.669839,0.00439239,0.665447,0.00219619,0.66325,0.00658858,0.34407,0.31918
"CostsMult0.8500000000000001","Liability Strength4",0.1572,0,0.1572,0.666667,0.991094,0.830789,0.37659,0.516539,0.674242,0.495098,0.110896,0.138736,0.0788804,,,,,0.00254453,0.00890585,0.414758,0.552163,0.58631,0.488095,0.132991,0.139763,0.115776,,,,,0.00127226,0.00254453,0.620865,0.815574,1056220,897704,1056220,897704,46074.1,35288.3,32456.7,0,0,0.194656,62309.4,0.00381679,0.0114504,0,0.763359,0,0.0547074,0.00890585,0.991094,0.160305,0.830789,0.0788804,0.751908,0.00254453,0.749364,0.00890585,0.740458,0.0114504,0.115776,0.624682,0.00127226,0.62341,0.00254453,0.620865,0.00381679,0.114504,0.506361
"CostsMult0.8500000000000001","Liability Strength5",0.206,0,0.206,0.833333,1,0.743689,0.272816,0.521359,0.747113,0.58545,0.0883037,0.142002,0.0650485,,,,,0,0.015534,0.317476,0.590291,0.701258,0.575472,0.122261,0.132942,0.115534,,,,,0.000970874,0.0203883,0.526214,0.95941,1070460,887835,1070460,887835,41703.6,18539.1,28466.3,0,0,0.180583,70295.7,0.000970874,0.0359223,0,0.970874,0,-0.0252427,0,1,0.256311,0.743689,0.0650485,0.678641,0,0.678641,0.015534,0.663107,0.015534,0.115534,0.547573,0.000970874,0.546602,0.0203883,0.526214,0.0213592,0.0213592,0.504854
"CostsMult0.8500000000000001","PLiabilitySignal1",0.1724,0,0.1724,0.263728,0.431555,0.429234,0.426914,0.185615,0.23855,0.278626,0.135287,0.102049,0.167053,,,,,0.0348028,0,0.213457,0.12993,0.2,0.333333,0.107824,0.136798,0.0835267,,,,,0.0290023,0,0.114849,0.0909091,998536,983823,998536,983823,17641,12927.1,13970,0,0,0.25058,24305.6,0.0638051,0,0,0.143852,0,-1.07657,0.568445,0.431555,0.00232019,0.429234,0.167053,0.262181,0.0348028,0.227378,0,0.227378,0.0348028,0.0835267,0.143852,0.0290023,0.114849,0,0.114849,0.0290023,0.104408,0.0104408
"CostsMult0.8500000000000001","PLiabilitySignal2",0.2208,0,0.2208,0.367301,1,0.978261,0.633152,0.457428,0.454899,0.332815,0.173225,0.110205,0.11413,,,,,0.00724638,0.00362319,0.747283,0.439312,0.393791,0.400327,0.120074,0.13596,0.20471,,,,,0.00905797,0.00543478,0.634058,0.248571,1005960,943090,1005960,943090,50946.1,36792.5,24884.5,0,0,0.318841,39796.4,0.0163043,0.00905797,0,0.320652,0,-0.298913,0,1,0.0217391,0.978261,0.11413,0.86413,0.00724638,0.856884,0.00362319,0.853261,0.0108696,0.20471,0.648551,0.00905797,0.639493,0.00543478,0.634058,0.0144928,0.476449,0.157609
"CostsMult0.8500000000000001","PLiabilitySignal3",0.1958,0,0.1958,0.503235,1,0.907048,0.490296,0.500511,0.65023,0.43787,0.125657,0.1251,0.0623085,,,,,0,0.00102145,0.595506,0.514811,0.552326,0.432171,0.147087,0.1283,0.130746,,,,,0.00919305,0.00306435,0.700715,0.43586,1026410,923147,1026410,923147,50444.3,35739.4,29404.4,0,0,0.193054,61022.9,0.00919305,0.0040858,0,0.52094,0,-0.0173647,0,1,0.092952,0.907048,0.0623085,0.84474,0,0.84474,0.00102145,0.843718,0.00102145,0.130746,0.712972,0.00919305,0.703779,0.00306435,0.700715,0.0122574,0.395301,0.305414
"CostsMult0.8500000000000001","PLiabilitySignal4",0.239,0,0.239,0.634031,1,0.849372,0.389121,0.528033,0.724886,0.518836,0.0900747,0.136615,0.0719665,,,,,0,0.0108787,0.43431,0.578243,0.688725,0.514706,0.132612,0.126167,0.104603,,,,,0.00167364,0.0083682,0.651883,0.644416,1046980,905620,1046980,905620,47404.4,35410.9,29158.2,0,0,0.176569,69786.7,0.00167364,0.0192469,0,0.67364,0,0.27364,0,1,0.150628,0.849372,0.0719665,0.777406,0,0.777406,0.0108787,0.766527,0.0108787,0.104603,0.661925,0.00167364,0.660251,0.0083682,0.651883,0.0100418,0.231799,0.420084
"CostsMult0.8500000000000001","PLiabilitySignal5",0.172,0,0.172,0.724612,1,0.816279,0.219767,0.525581,0.811069,0.530534,0.0640172,0.145534,0.022093,,,,,0.00232558,0.00930233,0.251163,0.609302,0.774775,0.576577,0.105704,0.143269,0.0383721,,,,,0,0.0127907,0.731395,0.804452,1059210,892534,1059210,892534,48257.3,30384.8,29897.2,0,0,0.0604651,77724.4,0.00232558,0.022093,0,0.832558,0,1.11744,0,1,0.183721,0.816279,0.022093,0.794186,0.00232558,0.79186,0.00930233,0.782558,0.0116279,0.0383721,0.744186,0,0.744186,0.0127907,0.731395,0.0127907,0.143023,0.588372
"CostsMult0.8500000000000001","DLiabilitySignal1",0.1692,0,0.1692,0.259456,0.810875,0.810875,0.524823,0.267139,0.476087,0.186232,0.156362,0.0603784,0.0520095,,,,,0.0153664,0,0.598109,0.13948,0.435897,0.211538,0.125992,0.101956,0.0295508,,,,,0.0283688,0,0.685579,0.175862,991112,963630,991112,963630,45258,29361.8,14350.5,0,0,0.0815603,20652.2,0.0437352,0,0,0.146572,0,1.05556,0.189125,0.810875,0,0.810875,0.0520095,0.758865,0.0153664,0.743499,0,0.743499,0.0153664,0.0295508,0.713948,0.0283688,0.685579,0,0.685579,0.0283688,0.565012,0.120567
"CostsMult0.8500000000000001","DLiabilitySignal2",0.2232,0,0.2232,0.373059,0.842294,0.842294,0.520609,0.355735,0.458162,0.238683,0.141665,0.0938658,0.0797491,,,,,0.0170251,0,0.533154,0.408602,0.465517,0.293103,0.12511,0.131302,0.0797491,,,,,0.0125448,0.00268817,0.650538,0.380165,1006180,948194,1006180,948194,45622.8,33017.4,25264.4,0,0,0.159498,25046.8,0.0295699,0.00268817,0,0.316308,0,0.353047,0.157706,0.842294,0,0.842294,0.0797491,0.762545,0.0170251,0.74552,0,0.74552,0.0170251,0.0797491,0.665771,0.0125448,0.653226,0.00268817,0.650538,0.015233,0.403226,0.247312
"CostsMult0.8500000000000001","DLiabilitySignal3",0.2026,0,0.2026,0.504442,0.88845,0.88845,0.472853,0.495558,0.561,0.345,0.129422,0.12938,0.0700888,,,,,0.00493583,0.000987167,0.503455,0.550839,0.517544,0.435088,0.130376,0.143158,0.124383,,,,,0.00394867,0.0029615,0.681145,0.613043,1025120,926515,1025120,926515,48369.4,36256.5,30707.2,0,0,0.194472,36759.7,0.0088845,0.00394867,0,0.496545,0,-0.000987167,0.11155,0.88845,0,0.88845,0.0700888,0.818361,0.00493583,0.813425,0.000987167,0.812438,0.005923,0.124383,0.688055,0.00394867,0.684107,0.0029615,0.681145,0.00691017,0.263574,0.417572
"CostsMult0.8500000000000001","DLiabilitySignal4",0.2336,0,0.2336,0.624429,0.970034,0.970034,0.475171,0.634418,0.664273,0.550914,0.108846,0.152367,0.120719,,,,,0.00171233,0.000856164,0.467466,0.775685,0.632302,0.57732,0.130182,0.136764,0.191781,,,,,0.00342466,0.00599315,0.645548,0.754642,1042040,907334,1042040,907334,50628.9,36075.2,34579.3,0,0,0.3125,57442.9,0.00513699,0.00684932,0,0.67637,0,-0.327055,0.0299658,0.970034,0,0.970034,0.120719,0.849315,0.00171233,0.847603,0.000856164,0.846747,0.00256849,0.191781,0.654966,0.00342466,0.651541,0.00599315,0.645548,0.00941781,0.15839,0.487158
"CostsMult0.8500000000000001","DLiabilitySignal5",0.1714,0,0.1714,0.735317,0.992999,0.462077,0.165694,0.434072,0.721014,0.716184,0.0978727,0.137787,0.106184,,,,,0.00116686,0.0280047,0.198366,0.324387,0.69697,0.734848,0.128152,0.106072,0.140023,,,,,0,0.0198366,0.166861,0.839161,1075040,899699,1075040,899699,25262,17090.8,19867.7,0,0,0.246208,73301.7,0.00116686,0.0478413,0,0.86231,0,-1.03967,0.00700117,0.992999,0.530922,0.462077,0.106184,0.355893,0.00116686,0.354726,0.0280047,0.326721,0.0291715,0.140023,0.186698,0,0.186698,0.0198366,0.166861,0.0198366,0.0268378,0.140023
"CostsMult0.8500000000000001","MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CostsMult0.8500000000000001","MutOptLiability4",0.0036,0,0.0036,0.472222,1,1,0.277778,0.166667,0.833333,0.166667,0.0789279,0.0634307,0,,,,,0,0,0.333333,0.111111,,,,,0,,,,,0,0,1,0.333333,1003580,936917,1003580,936917,59500,31541.7,69833.3,0,0,0,,0,0,0,0.666667,0,4,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0.666667,0.333333
"CostsMult0.8500000000000001","MutOptLiability3",0.0254,0,0.0254,0.494751,1,1,0.401575,0.362205,0.729885,0.206897,0.0852162,0.0774333,0,,,,,0,0,0.440945,0.362205,0.777778,0.333333,0.112143,0.129004,0,,,,,0,0,1,0.496063,1019860,920644,1019860,920644,59500,46090.6,29887.8,0,0,0,,0,0,0,0.448819,0,3,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0.503937,0.496063
"CostsMult0.8500000000000001","MutOptLiability2",0.0962,0,0.0962,0.507623,1,1,0.386694,0.428274,0.694444,0.273333,0.0964857,0.0974366,0.002079,,,,,0,0,0.49896,0.440748,0.645833,0.305556,0.133591,0.131152,0.00831601,,,,,0.010395,0,0.97921,0.518047,1021640,919245,1021640,919245,59120.1,41831.2,26515.4,0,0,0.010395,45000,0.010395,0,0,0.476091,0,2,0,1,0,1,0.002079,0.997921,0,0.997921,0,0.997921,0,0.00831601,0.989605,0.010395,0.97921,0,0.97921,0.010395,0.471933,0.507277
"CostsMult0.8500000000000001","MutOptLiability1",0.2188,0,0.2188,0.499848,1,1,0.468007,0.492687,0.68019,0.358553,0.113061,0.114556,0.0182815,,,,,0.00182815,0,0.595978,0.556673,0.583333,0.390476,0.121467,0.125726,0.0383912,,,,,0.00822669,0.00182815,0.931444,0.506379,1020920,920999,1020920,920999,58078.2,37850.9,28047,0,0,0.0566728,46102.2,0.0100548,0.00182815,0,0.503656,0,1,0,1,0,1,0.0182815,0.981718,0.00182815,0.97989,0,0.97989,0.00182815,0.0383912,0.941499,0.00822669,0.933272,0.00182815,0.931444,0.0100548,0.459781,0.471664
"CostsMult0.8500000000000001","MutOptLiability0",0.3106,0,0.3106,0.497746,0.896974,0.795235,0.469414,0.461687,0.591346,0.405449,0.12073,0.123244,0.0766259,,,,,0.0115905,0.00579524,0.482936,0.494527,0.570093,0.457944,0.131296,0.134231,0.104314,,,,,0.0103026,0.0103026,0.576304,0.526257,1028700,928040,1028700,928040,43260.8,31271.3,25683.3,0,0,0.18094,47805.5,0.0218931,0.0160979,0,0.502254,0,0,0.103026,0.896974,0.101739,0.795235,0.0766259,0.718609,0.0115905,0.707019,0.00579524,0.701223,0.0173857,0.104314,0.596909,0.0103026,0.586607,0.0103026,0.576304,0.0206053,0.27302,0.303284
"CostsMult0.8500000000000001","MutOptLiability-1",0.2192,0,0.2192,0.512622,0.839416,0.675182,0.427007,0.432482,0.538712,0.471336,0.131394,0.128983,0.15146,,,,,0.0136861,0.0118613,0.391423,0.425182,0.497354,0.526455,0.129159,0.135383,0.203467,,,,,0.0127737,0.00912409,0.27281,0.521739,1033330,934196,1033330,934196,32472.2,23066.6,22989.7,0,0,0.354927,49335.9,0.0264599,0.0209854,0,0.520073,0,-1,0.160584,0.839416,0.164234,0.675182,0.15146,0.523723,0.0136861,0.510036,0.0118613,0.498175,0.0255474,0.203467,0.294708,0.0127737,0.281934,0.00912409,0.27281,0.0218978,0.130474,0.142336
