"Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","PBargains2","DBargains2","POffer2","DOffer2","POfferMixedness2","DOfferMixedness2","Settles2","PBet2","DBet2","PBetMixedness2","DBetMixedness2","PAbandons2","DDefaults2","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","Settles1","PAbandons1","DDefaults1","Settles2","PAbandons2","DDefaults2","P Loses","P Wins"
"PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable",0.5,0,0.5,0.654387,0.68144,0.35136,1,1,0.472108,0.377125,0.119679,0.0762243,0.23448,,,,,0.01072,0.00576,1,1,0.522975,0.476494,0.0817537,0.0670496,0.07656,,,,,0.00184,0.0012,0.0208,0.742308,1041100,900882,1041100,900882,58022.4,28291,64109.2,0,0,0.31104,65181.3,0.01256,0.00696,0.00048,1,0,-0.00336,0.68144,0.35136,0.31856,0.33008,0.23448,0.01072,0.00576,0.07656,0.00184,0.0012,0.00536,0.01544
"Truly Not Liable",0.5,0,0.5,0.347027,0.2204,0.16304,1,1,0.395568,0.247465,0.16001,0.0786234,0.09256,,,,,0.00856,0.00136,1,1,0.504844,0.441876,0.0838734,0.0725762,0.04376,,,,,0.002,0.00032,0.01448,0.535912,1002380,970438,1002380,970438,27178.8,29562.2,0,0,0,0.13632,48804.3,0.01056,0.00168,0.00048,0,0,-8E-05,0.2204,0.16304,0.7796,0.05736,0.09256,0.00856,0.00136,0.04376,0.002,0.00032,0.00672,0.00776
"AllCount",25000,0,25000,0.500707,11273,6430,25000,25000,0.447849,0.336029,0.132462,0.0769847,4088,,,,,241,89,25000,25000,0.516153,0.463469,0.0825512,0.0691289,1504,,,,,48,19,441,290,1021740,935660,1021740,935660,42600.6,28926.6,32054.6,0,0,5592,60190.9,289,108,12,12500,0,-0.00172,11273,6430,13727,4843,4088,241,89,1504,48,19,151,290
"Liability Strength1",0.2024,0,0.2024,0.166667,0.0061265,0.00612648,1,1,0.322581,0.177419,0.187942,0.0413883,0.00434783,,,,,0.000395257,0,1,1,0.547619,0.166667,0.113576,0.0672961,0,,,,,0.000395257,0,0.000988,0,999637,999415,999637,999415,948.617,585.474,2885.38,0,0,0.00434783,25568.2,0.000790514,0,0,0.0268775,0,-0.0013834,0.00612648,0.00612648,0.993874,0,0.00434783,0.000395257,0,0,0.000395257,0,0.00098814,0
"Liability Strength2",0.1557,0,0.15572,0.333333,0.0960699,0.0955561,1,1,0.25,0.190412,0.152161,0.0527574,0.0747496,,,,,0.00616491,0.000256871,1,1,0.47619,0.380952,0.0898695,0.0981776,0.00821988,,,,,0.00308246,0,0.003082,0.0833333,996209,990745,996209,990745,13046.5,6654.89,27791.5,0,0,0.0829694,31269.3,0.00924737,0.000256871,0,0.244798,0,0.0197791,0.0960699,0.0955561,0.90393,0.000513743,0.0747496,0.00616491,0.000256871,0.00821988,0.00308246,0,0.00282558,0.0002569
"Liability Strength3",0.2777,0,0.27772,0.5,0.427337,0.358491,1,1,0.380943,0.219164,0.166419,0.0812104,0.191128,,,,,0.0233329,0.00316866,1,1,0.503579,0.438821,0.0864364,0.0762333,0.0998128,,,,,0.00388881,0.00086418,0.036296,0.52381,995800,944204,995800,944204,59995.7,34476.8,51055.4,0,0,0.290941,45371.3,0.0272217,0.00403284,0.0014403,0.50036,0,-0.0116664,0.427337,0.358491,0.572663,0.0688463,0.191128,0.0233329,0.00316866,0.0998128,0.00388881,0.00086418,0.0172836,0.019012
"Liability Strength4",0.1636,0,0.16356,0.666667,0.763023,0.340426,1,1,0.516882,0.3659,0.145822,0.0963196,0.170946,,,,,0.00978234,0.00611396,1,1,0.524682,0.471338,0.0829589,0.0641722,0.116654,,,,,0.00171191,0.00220103,0.033015,0.888889,1052650,883366,1052650,883366,63983.9,52119.7,40583.9,0,0,0.287601,68548,0.0114943,0.00831499,0.000244559,0.750795,0,-0.00880411,0.763023,0.340426,0.236977,0.422597,0.170946,0.00978234,0.00611396,0.116654,0.00171191,0.00220103,0.00366838,0.029347
"Liability Strength5",0.2006,0,0.2006,0.833333,0.95334,0.427916,1,1,0.516775,0.47973,0.0801946,0.0642559,0.348754,,,,,0.00259222,0.00817547,1,1,0.542274,0.538873,0.0688991,0.0532424,0.0602193,,,,,0,0.000797607,0.007378,1,1074570,859382,1074570,859382,66050.8,48216.4,31534.9,0,0,0.408973,74920.8,0.00259222,0.00897308,0.000199402,0.970489,0,0.000797607,0.95334,0.427916,0.04666,0.525424,0.348754,0.00259222,0.00817547,0.0602193,0,0.000797607,0,0.0073779
"PLiabilitySignal1",0.1911,0,0.19108,0.196706,0.00314,0.00314005,1,1,0.366667,0.2,0.222688,0.0536202,0.00188403,,,,,0.000418673,0,1,1,0.5,0.208333,0.13584,0.0466002,0,,,,,0,0,0.000837,0,999789,999684,999789,999684,527.528,316.098,7059.87,0,0,0.00188403,27777.8,0.000418673,0,0,0.066569,0,-0.355244,0.00314005,0.00314005,0.99686,0,0.00188403,0.000418673,0,0,0,0,0.00083735,0
"PLiabilitySignal2",0.19,0,0.19,0.347158,0.0054737,0.00547368,1,1,0.365385,0.192308,0.199483,0.0654291,0.00273684,,,,,0.00126316,0,1,1,0.571429,0.309524,0.129765,0.114355,0.000210526,,,,,0,0,0.001263,0.166667,999648,999448,999648,999448,903.158,487.368,27118.9,0,0,0.00294737,30357.1,0.00126316,0,0,0.275368,0,-0.168,0.00547368,0.00547368,0.994526,0,0.00273684,0.00126316,0,0.000210526,0,0,0.00105263,0.0002105
"PLiabilitySignal3",0.2284,0,0.2284,0.497986,0.422067,0.315587,1,1,0.226508,0.212172,0.145383,0.0740088,0.261996,,,,,0.0201401,0.00192644,1,1,0.458333,0.427778,0.0931327,0.0911098,0.0229422,,,,,0.00437828,0,0.004203,0.25,1003420,953899,1003420,953899,42683,24261.8,46422.5,0,0,0.284939,32198.8,0.0245184,0.00192644,0.00157618,0.499124,0,-0.00875657,0.422067,0.315587,0.577933,0.10648,0.261996,0.0201401,0.00192644,0.0229422,0.00437828,0,0.00315236,0.0010508
"PLiabilitySignal4",0.1988,0,0.19884,0.65168,0.823376,0.452022,1,1,0.543169,0.309821,0.185834,0.0869811,0.159324,,,,,0.0221283,0.00824784,1,1,0.515337,0.458461,0.0793461,0.0688889,0.195735,,,,,0.0042245,0.0018105,0.060551,0.634551,1038730,872396,1038730,872396,88871.5,61477.1,43624.5,0,0,0.355059,68371.1,0.0263528,0.0100583,0.000402334,0.715148,0,0.147455,0.823376,0.452022,0.176624,0.371354,0.159324,0.0221283,0.00824784,0.195735,0.0042245,0.0018105,0.0221283,0.0384229
"PLiabilitySignal5",0.1917,0,0.19168,0.802588,0.986853,0.488314,1,1,0.528205,0.459046,0.0699369,0.0699554,0.371035,,,,,0.00166945,0.0077212,1,1,0.537718,0.492585,0.0858997,0.0616435,0.0832638,,,,,0.000417362,0.00208681,0.02212,0.867925,1069720,852502,1069720,852502,77776.5,57429.6,32741,0,0,0.454299,74804.8,0.00208681,0.00980801,0.000208681,0.932596,0,0.369157,0.986853,0.488314,0.0131469,0.498539,0.371035,0.00166945,0.0077212,0.0832638,0.000417362,0.00208681,0.00292154,0.0191987
"DLiabilitySignal1",0.1903,0,0.19032,0.196546,0.0235393,0.0235393,1,1,0.291667,0.168155,0.160818,0.0304278,0.0163934,,,,,0.00210172,0,1,1,0.520833,0.208333,0.0990102,0.0817782,0.000210172,,,,,0.00126103,0,0.003573,0.294118,998762,997638,998762,997638,3600.25,1788.57,7446.41,0,0,0.0166036,25316.5,0.00336276,0,0,0.0672551,0,0.349937,0.0235393,0.0235393,0.976461,0,0.0163934,0.00210172,0,0.000210172,0.00126103,0,0.00252207,0.0010509
"DLiabilitySignal2",0.1942,0,0.19416,0.346106,0.187474,0.187268,1,1,0.346351,0.186285,0.163017,0.0524853,0.10754,,,,,0.012979,0,1,1,0.502058,0.388889,0.08949,0.105826,0.0381129,,,,,0.00494438,0,0.023692,0.495652,991649,977736,991649,977736,30615,14809.4,31425.6,0,0,0.145653,38118.8,0.0179234,0,0,0.274619,0,0.169963,0.187474,0.187268,0.812526,0.000206016,0.10754,0.012979,0,0.0381129,0.00494438,0,0.0119489,0.0117429
"DLiabilitySignal3",0.2227,0,0.22268,0.501317,0.433627,0.431112,1,1,0.422083,0.220347,0.165753,0.0907353,0.190947,,,,,0.0258667,0.0053889,1,1,0.504586,0.453712,0.0888549,0.065305,0.157176,,,,,0.00305371,0.00215556,0.046524,0.69112,985035,940205,985035,940205,74760.2,35150.9,57890.2,0,0,0.348123,49335.7,0.0289204,0.00754446,0.0017963,0.495779,0,0.0335908,0.433627,0.431112,0.566373,0.00251482,0.190947,0.0258667,0.0053889,0.157176,0.00305371,0.00215556,0.0143704,0.0321538
"DLiabilitySignal4",0.1991,0,0.19912,0.649491,0.678988,0.248694,1,1,0.496769,0.461093,0.115228,0.113971,0.182202,,,,,0.00381679,0.00662917,1,1,0.526882,0.5227,0.0631702,0.0623421,0.0492166,,,,,0.000200884,0.000602652,0.006027,1,1058820,899297,1058820,899297,41884.3,42886.2,31764.8,0,0,0.231418,72341.6,0.00401768,0.00723182,0.000401768,0.725191,0,-0.179389,0.678988,0.248694,0.321012,0.430293,0.182202,0.00381679,0.00662917,0.0492166,0.000200884,0.000602652,0,0.0060265
"DLiabilitySignal5",0.1937,0,0.19372,0.800847,0.920297,0.365682,1,1,0.51054,0.492848,0.0819175,0.0480148,0.313442,,,,,0.00103242,0.00536857,1,1,0.583333,0.576577,0.0619791,0.0427656,0.0408837,,,,,0,0.000825934,0.00413,0.95,1078550,864751,1078550,864751,56698.3,48234,27461.3,0,0,0.354326,74992.7,0.00103242,0.00619451,0,0.924427,0,-0.377246,0.920297,0.365682,0.0797027,0.554615,0.313442,0.00103242,0.00536857,0.0408837,0,0.000825934,0.00020648,0.0039232
"MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MutOptLiability3",0.0014,0,0.00136,0.480392,0.852941,0.852941,1,1,0.574713,0.183908,0.145929,0.0501253,0,,,,,0.0294118,0,1,1,0.52381,0.309524,0.0886085,0.0917339,0.264706,,,,,0.0882353,0,0.470588,0.5,938750,842426,938750,842426,218824,121544,60073.5,0,0,0.264706,62500,0.117647,0,0,0.411765,0,3,0.852941,0.852941,0.147059,0,0,0.0294118,0,0.264706,0.0882353,0,0.235294,0.235294
"MutOptLiability2",0.0291,0,0.02908,0.500917,0.784044,0.782669,1,1,0.537493,0.201816,0.156885,0.0663024,0.140303,,,,,0.0343879,0.00412655,1,1,0.524677,0.410402,0.0955574,0.0886047,0.357634,,,,,0.0192572,0.00825309,0.218707,0.628931,963098,868931,963098,868931,167971,87300.6,69494.5,0,0,0.497937,57907.5,0.0536451,0.0123796,0,0.496561,0,2,0.784044,0.782669,0.215956,0.00137552,0.140303,0.0343879,0.00412655,0.357634,0.0192572,0.00825309,0.0811554,0.137552
"MutOptLiability1",0.2108,0,0.21076,0.501613,0.574492,0.453027,1,1,0.473677,0.27943,0.149202,0.0863206,0.221864,,,,,0.0229645,0.00588347,1,1,0.498749,0.455597,0.0839641,0.0662967,0.156007,,,,,0.00436515,0.00113874,0.040805,0.697674,1004840,917090,1004840,917090,78066,43002,43251.6,0,0,0.377871,58946.5,0.0273297,0.00702221,0.000379579,0.498956,0,1,0.574492,0.453027,0.425508,0.121465,0.221864,0.0229645,0.00588347,0.156007,0.00436515,0.00113874,0.0123363,0.0284684
"MutOptLiability0",0.5188,0,0.51876,0.498792,0.449842,0.236101,1,1,0.412748,0.38771,0.110998,0.0741598,0.192844,,,,,0.00693963,0.00370113,1,1,0.537037,0.528369,0.0714067,0.0591137,0.0277585,,,,,0.000616856,0.000539749,0.003701,0.645833,1027240,937951,1027240,937951,34806.8,25255.2,27037.6,0,0,0.220603,60346,0.00755648,0.00424088,0.000771069,0.498959,0,0,0.449842,0.236101,0.550158,0.21374,0.192844,0.00693963,0.00370113,0.0277585,0.000616856,0.000539749,0.00131082,0.0023903
"MutOptLiability-1",0.2069,0,0.20692,0.505058,0.329983,0.0730717,1,1,0.428131,0.486772,0.162567,0.0593742,0.0601199,,,,,0.000773246,0.00135318,1,1,0.619048,0.616071,0.0348502,0.0347154,0.0102455,,,,,0,0,0.00058,0.333333,1034790,951557,1034790,951557,13648.8,18536.6,27216.8,0,0,0.0703654,68166.2,0.000773246,0.00135318,0,0.508796,0,-1,0.329983,0.0730717,0.670017,0.256911,0.0601199,0.000773246,0.00135318,0.0102455,0,0,0.00038662,0.0001933
"MutOptLiability-2",0.0316,0,0.0316,0.498945,0.134177,0.00632911,1,1,0.166667,0.466667,0.151614,0.0527801,0.00632911,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1017180,980142,1017180,980142,2677.22,7041.14,35177.2,0,0,0.00632911,47500,0,0,0,0.475949,0,-2,0.134177,0.00632911,0.865823,0.127848,0.00632911,0,0,0,0,0,0,0
"MutOptLiability-3",0.0015,0,0.00148,0.486486,0,0,1,1,,,,,0,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1000000,1000000,1000000,1000000,0,0,45270.3,0,0,0,,0,0,0,0.459459,0,-3,0,0,1,0,0,0,0,0,0,0,0,0
"MutOptLiability-4",4E-05,0,4E-05,0.5,0,0,1,1,,,,,0,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1000000,1000000,1000000,1000000,0,0,0,0,0,0,,0,0,0,0,0,-4,0,0,1,0,0,0,0,0,0,0,0,0
"MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable MutOptLiability3",0.0006,0,0.00056,0.511905,0.785714,0.785714,1,1,0.590909,0.212121,0.126585,0.0604236,0,,,,,0,0,1,1,0.515152,0.333333,0.0935604,0.0858536,0.357143,,,,,0.0714286,0,0.357143,0.6,954107,848750,954107,848750,197143,63750,145893,0,0,0.357143,67500,0.0714286,0,0,1,0,3,0.785714,0.785714,0.214286,0,0,0,0,0.357143,0.0714286,0,0.142857,0.214286
"Truly Liable MutOptLiability2",0.0144,0,0.01444,0.559557,0.844875,0.842105,1,1,0.549342,0.212719,0.144094,0.0732819,0.110803,,,,,0.0526316,0.00831025,1,1,0.527548,0.420799,0.0974186,0.0848885,0.407202,,,,,0.0166205,0.0138504,0.232687,0.72619,963608,854024,963608,854024,182368,57832.4,139952,0,0,0.518006,60361,0.0692521,0.0221607,0,1,0,2,0.844875,0.842105,0.155125,0.00277008,0.110803,0.0526316,0.00831025,0.407202,0.0166205,0.0138504,0.0637119,0.168975
"Truly Liable MutOptLiability1",0.1052,0,0.10516,0.628439,0.779384,0.564093,1,1,0.495392,0.314116,0.137703,0.092528,0.284519,,,,,0.0262457,0.00874857,1,1,0.501296,0.458269,0.0852846,0.0674327,0.187143,,,,,0.00494485,0.00114112,0.05135,0.748148,1017840,884603,1017840,884603,97554.2,35413.7,86684.1,0,0,0.471662,63679.4,0.0311906,0.00988969,0.000760746,1,0,1,0.779384,0.564093,0.220616,0.215291,0.284519,0.0262457,0.00874857,0.187143,0.00494485,0.00114112,0.0129327,0.0384176
"Truly Liable MutOptLiability0",0.2588,0,0.25884,0.686602,0.736826,0.355896,1,1,0.449124,0.426183,0.0993591,0.0691404,0.294854,,,,,0.00664503,0.00602689,1,1,0.548988,0.539404,0.0697486,0.0569455,0.0414155,,,,,0.000463607,0.00108175,0.005409,0.771429,1051280,895458,1051280,895458,53261.5,30800.5,54187.9,0,0,0.33627,65866.3,0.00710864,0.00710864,0.000618142,1,0,0,0.736826,0.355896,0.263174,0.38093,0.294854,0.00664503,0.00602689,0.0414155,0.000463607,0.00108175,0.00123628,0.0041725
"Truly Liable MutOptLiability-1",0.1053,0,0.10528,0.630319,0.4981,0.109802,1,1,0.452134,0.487889,0.162991,0.0528767,0.0885258,,,,,0.00113982,0.00265957,1,1,0.626812,0.630435,0.0288511,0.0321026,0.0170973,,,,,0,0,0.00038,1,1052820,926570,1052820,926570,20607.9,14650.5,53492.6,0,0,0.105623,69829.1,0.00113982,0.00265957,0,1,0,-1,0.4981,0.109802,0.5019,0.388298,0.0885258,0.00113982,0.00265957,0.0170973,0,0,0,0.0003799
"Truly Liable MutOptLiability-2",0.015,0,0.01504,0.551862,0.196809,0.00531915,1,1,0.166667,0.5,0.144757,0.0521478,0.00531915,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1025800,970691,1025800,970691,3510.64,2380.32,73909.6,0,0,0.00531915,50000,0,0,0,1,0,-2,0.196809,0.00531915,0.803191,0.191489,0.00531915,0,0,0,0,0,0,0
"Truly Liable MutOptLiability-3",0.0007,0,0.00068,0.529412,0,0,1,1,,,,,0,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1000000,1000000,1000000,1000000,0,0,98529.4,0,0,0,,0,0,0,1,0,-3,0,0,1,0,0,0,0,0,0,0,0,0
"Truly Liable MutOptLiability-4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Not Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Not Liable MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Not Liable MutOptLiability3",0.0008,0,0.0008,0.458333,0.9,0.9,1,1,0.564815,0.166667,0.15775,0.0438319,0,,,,,0.05,0,1,1,0.529412,0.294118,0.0854044,0.0955388,0.2,,,,,0.1,0,0.55,0.454545,928000,838000,928000,838000,234000,162000,0,0,0,0.2,56250,0.15,0,0,0,0,3,0.9,0.9,0.1,0,0,0.05,0,0.2,0.1,0,0.3,0.25
"Truly Not Liable MutOptLiability2",0.0146,0,0.01464,0.443078,0.724044,0.724044,1,1,0.523899,0.189308,0.171559,0.0582958,0.169399,,,,,0.0163934,0,1,1,0.521151,0.397631,0.093271,0.0931697,0.308743,,,,,0.0218579,0.00273224,0.204918,0.52,962596,883634,962596,883634,153770,116366,0,0,0,0.478142,55285.7,0.0382514,0.00273224,0,0,0,2,0.724044,0.724044,0.275956,0,0.169399,0.0163934,0,0.308743,0.0218579,0.00273224,0.0983607,0.106557
"Truly Not Liable MutOptLiability1",0.1056,0,0.1056,0.375316,0.370455,0.342424,1,1,0.438053,0.222529,0.168064,0.0761374,0.15947,,,,,0.019697,0.0030303,1,1,0.494878,0.451537,0.0819568,0.0645699,0.125,,,,,0.00378788,0.00113636,0.030303,0.6125,991900,949441,991900,949441,58659.1,50558.7,0,0,0,0.28447,51131.8,0.0234848,0.00416667,0,0,0,1,0.370455,0.342424,0.629545,0.0280303,0.15947,0.019697,0.0030303,0.125,0.00378788,0.00113636,0.0117424,0.0185606
"Truly Not Liable MutOptLiability0",0.2599,0,0.25992,0.311763,0.16405,0.116805,1,1,0.302372,0.270971,0.146314,0.0893902,0.0912588,,,,,0.00723299,0.00138504,1,1,0.50303,0.49697,0.0761248,0.0652832,0.0141582,,,,,0.000769468,0,0.002001,0.307692,1003300,980267,1003300,980267,16428.9,19733,0,0,0,0.105417,42810.2,0.00800246,0.00138504,0.000923361,0,0,0,0.16405,0.116805,0.83595,0.0472453,0.0912588,0.00723299,0.00138504,0.0141582,0.000769468,0,0.00138504,0.0006156
"Truly Not Liable MutOptLiability-1",0.1016,0,0.10164,0.375312,0.155844,0.0350256,1,1,0.350187,0.483146,0.16119,0.0804729,0.0306966,,,,,0.000393546,0,1,1,0.583333,0.55,0.0624459,0.0467339,0.00314837,,,,,0,0,0.000787,0,1016120,977438,1016120,977438,6440.38,22562,0,0,0,0.0338449,62790.7,0.000393546,0,0,0,0,-1,0.155844,0.0350256,0.844156,0.120819,0.0306966,0.000393546,0,0.00314837,0,0,0.00078709,0
"Truly Not Liable MutOptLiability-2",0.0166,0,0.01656,0.450886,0.0772947,0.00724638,1,1,0.166667,0.444444,0.156186,0.0532017,0.00724638,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1009350,988726,1009350,988726,1920.29,11274.2,0,0,0,0.00724638,45833.3,0,0,0,0,0,-2,0.0772947,0.00724638,0.922705,0.0700483,0.00724638,0,0,0,0,0,0,0
"Truly Not Liable MutOptLiability-3",0.0008,0,0.0008,0.45,0,0,1,1,,,,,0,,,,,0,0,1,1,,,,,0,,,,,0,0,0,,1000000,1000000,1000000,1000000,0,0,0,0,0,0,,0,0,0,0,0,-3,0,0,1,0,0,0,0,0,0,0,0,0
