"OptionSet","Exploit","Filter","All","PQuits","DQuits","Settles","Trial","Shifting","ShiftingOccursIfTrial","ShiftingValueIfTrial","POffer","DOffer","AccSq","Accuracy","Accuracy_ForPlaintiff","Accuracy_ForDefendant","SettlementOrJudgment","DsProportionOfCost","DsProportionOfCostIfTrial","TrialValuePreShiftingIfOccurs","TrialValueWithShiftingIfOccurs","PTrialEffect_IfOccurs","DTrialEffect_IfOccurs","ResolutionValueIncludingShiftedAmount","SettlementValue","PWelfare","DWelfare","PQuality","DQuality","NQuality","QualitySum","PBestGuess","DBestGuess","QualitySum_PInfo","QualitySum_DInfo","PBias","DBias","NBias","BiasSum","BiasSum_PInfo","BiasSum_DInfo","Quality","Alpha_Quality","Alpha_Both_Quality","Alpha_Plaintiff_Quality","Alpha_Defendant_Quality","Alpha_Plaintiff_Bias","Alpha_Defendant_Bias","TrialCost","FeeShifting","FSMargin","FeeShiftingThreshold"
"origq0c15t0","0","DQuality2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","DQuality3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","DQuality4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","DQuality5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","NQuality1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","NQuality2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","NQuality3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","NQuality4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","NQuality5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","PBias1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","PBias2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","PBias3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","PBias4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","PBias5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","DBias1",0.2017,0,0,0,1,0,0,0,1,0.0265245,0.006944,0.0833333,0.00833333,0.158333,0.0833333,0.5,0.5,0.0833333,0.0833333,0.00833333,0.841667,0.0833333,,0.00833333,0.841667,0,0,0,0,0.25,0.0833333,0,0,0,0.166667,0.5,0.166667,0,0.166667,0,0.5,1,0,0,0,1,0.15,1,0,0
"origq0c15t0","0","DBias2",0.1999,0,0,0,1,0,0,0,1,0,0.027778,0.166667,0.0916667,0.241667,0.166667,0.5,0.5,0.166667,0.166667,0.0916667,0.758333,0.166667,,0.0916667,0.758333,0,0,0,0,0.25,0.166667,0,0,0,0.333333,0.5,0.333333,0,0.333333,0,0.5,1,0,0,0,1,0.15,1,0,0
"origq0c15t0","0","DBias3",0.1994,0,0,0,1,0,0,0,1,0.25,0.0625,0.25,0.175,0.325,0.25,0.5,0.5,0.25,0.25,0.175,0.675,0.25,,0.175,0.675,0,0,0,0,0.25,0.25,0,0,0,0.5,0.5,0.5,0,0.5,0,0.5,1,0,0,0,1,0.15,1,0,0
"origq0c15t0","0","DBias4",0.1971,0,0,0,1,0,0,0,1,0.25,0.111111,0.333333,0.258333,0.408333,0.333333,0.5,0.5,0.333333,0.333333,0.258333,0.591667,0.333333,,0.258333,0.591667,0,0,0,0,0.25,0.333333,0,0,0,0.666667,0.5,0.666667,0,0.666667,0,0.5,1,0,0,0,1,0.15,1,0,0
"origq0c15t0","0","DBias5",0.2019,0,0,0,1,0,0,0,1,0.25,0.173611,0.416667,0.341667,0.491667,0.416667,0.5,0.5,0.416667,0.416667,0.341667,0.508333,0.416667,,0.341667,0.508333,0,0,0,0,0.25,0.416667,0,0,0,0.833333,0.5,0.833333,0,0.833333,0,0.5,1,0,0,0,1,0.15,1,0,0
"origq0c15t0","0","NBias1",0.2,0,0,0,1,0,0,0,1,0.15495,0.076368,0.2498,0.1748,0.3248,0.2498,0.5,0.5,0.2498,0.2498,0.1748,0.6752,0.2498,,0.1748,0.6752,0,0,0,0,0.25,0.2498,0,0,0,0.4996,0.166667,0.4996,0,0.4996,0,0.5,1,0,0,0,1,0.15,1,0,0
"origq0c15t0","0","NBias2",0.2,0,0,0,1,0,0,0,1,0.15495,0.076368,0.2498,0.1748,0.3248,0.2498,0.5,0.5,0.2498,0.2498,0.1748,0.6752,0.2498,,0.1748,0.6752,0,0,0,0,0.25,0.2498,0,0,0,0.4996,0.333333,0.4996,0,0.4996,0,0.5,1,0,0,0,1,0.15,1,0,0
"origq0c15t0","0","NBias3",0.2,0,0,0,1,0,0,0,1,0.15495,0.076368,0.2498,0.1748,0.3248,0.2498,0.5,0.5,0.2498,0.2498,0.1748,0.6752,0.2498,,0.1748,0.6752,0,0,0,0,0.25,0.2498,0,0,0,0.4996,0.5,0.4996,0,0.4996,0,0.5,1,0,0,0,1,0.15,1,0,0
"origq0c15t0","0","NBias4",0.2,0,0,0,1,0,0,0,1,0.15495,0.076368,0.2498,0.1748,0.3248,0.2498,0.5,0.5,0.2498,0.2498,0.1748,0.6752,0.2498,,0.1748,0.6752,0,0,0,0,0.25,0.2498,0,0,0,0.4996,0.666667,0.4996,0,0.4996,0,0.5,1,0,0,0,1,0.15,1,0,0
"origq0c15t0","0","NBias5",0.2,0,0,0,1,0,0,0,1,0.15495,0.076368,0.2498,0.1748,0.3248,0.2498,0.5,0.5,0.2498,0.2498,0.1748,0.6752,0.2498,,0.1748,0.6752,0,0,0,0,0.25,0.2498,0,0,0,0.4996,0.833333,0.4996,0,0.4996,0,0.5,1,0,0,0,1,0.15,1,0,0
"origq0c15t0","0","POffer1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","POffer2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","POffer3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","POffer4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","POffer5",1,0,0,0,1,0,0,0,1,0.15495,0.076368,0.2498,0.1748,0.3248,0.2498,0.5,0.5,0.2498,0.2498,0.1748,0.6752,0.2498,,0.1748,0.6752,0,0,0,0,0.25,0.2498,0,0,0,0.4996,0.5,0.4996,0,0.4996,0,0.5,1,0,0,0,1,0.15,1,0,0
"origq0c15t0","0","DOffer1",0.3802,0,0,0,1,0,0,0,1,0,0.017898,0.127148,0.052148,0.202148,0.127148,0.5,0.5,0.127148,0.127148,0.052148,0.797852,0.127148,,0.052148,0.797852,0,0,0,0,0.25,0.127148,0,0,0,0.254296,0.5,0.254296,0,0.254296,0,0.5,1,0,0,0,1,0.15,1,0,0
"origq0c15t0","0","DOffer2",0.6198,0,0,0,1,0,0,0,1,0.25,0.112235,0.325038,0.250038,0.400038,0.325038,0.5,0.5,0.325038,0.325038,0.250038,0.599962,0.325038,,0.250038,0.599962,0,0,0,0,0.25,0.325038,0,0,0,0.650075,0.5,0.650075,0,0.650075,0,0.5,1,0,0,0,1,0.15,1,0,0
"origq0c15t0","0","DOffer3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","DOffer4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","DOffer5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","QualitySum1",1,0,0,0,1,0,0,0,1,0.15495,0.076368,0.2498,0.1748,0.3248,0.2498,0.5,0.5,0.2498,0.2498,0.1748,0.6752,0.2498,,0.1748,0.6752,0,0,0,0,0.25,0.2498,0,0,0,0.4996,0.5,0.4996,0,0.4996,0,0.5,1,0,0,0,1,0.15,1,0,0
"origq0c15t0","0","QualitySum2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","QualitySum3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","QualitySum4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","QualitySum5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","QualitySum6",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","QualitySum7",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","QualitySum8",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","QualitySum9",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","QualitySum10",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","QualitySum11",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","QualitySum12",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","QualitySum13",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","QualitySum14",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","QualitySum15",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","QualitySum16",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","QualitySum17",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","QualitySum18",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","QualitySum19",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","QualitySum20",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","PBestGuess1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","PBestGuess2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","PBestGuess3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","PBestGuess4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","PBestGuess5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","PBestGuess6",1,0,0,0,1,0,0,0,1,0.15495,0.076368,0.2498,0.1748,0.3248,0.2498,0.5,0.5,0.2498,0.2498,0.1748,0.6752,0.2498,,0.1748,0.6752,0,0,0,0,0.25,0.2498,0,0,0,0.4996,0.5,0.4996,0,0.4996,0,0.5,1,0,0,0,1,0.15,1,0,0
"origq0c15t0","0","PBestGuess7",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","PBestGuess8",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","PBestGuess9",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","PBestGuess10",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","PBestGuess11",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","PBestGuess12",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","PBestGuess13",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","PBestGuess14",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","PBestGuess15",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","PBestGuess16",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","PBestGuess17",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","PBestGuess18",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","PBestGuess19",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","PBestGuess20",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","DBestGuess1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","DBestGuess2",0.2017,0,0,0,1,0,0,0,1,0.0265245,0.006944,0.0833333,0.00833333,0.158333,0.0833333,0.5,0.5,0.0833333,0.0833333,0.00833333,0.841667,0.0833333,,0.00833333,0.841667,0,0,0,0,0.25,0.0833333,0,0,0,0.166667,0.5,0.166667,0,0.166667,0,0.5,1,0,0,0,1,0.15,1,0,0
"origq0c15t0","0","DBestGuess3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","DBestGuess4",0.1999,0,0,0,1,0,0,0,1,0,0.027778,0.166667,0.0916667,0.241667,0.166667,0.5,0.5,0.166667,0.166667,0.0916667,0.758333,0.166667,,0.0916667,0.758333,0,0,0,0,0.25,0.166667,0,0,0,0.333333,0.5,0.333333,0,0.333333,0,0.5,1,0,0,0,1,0.15,1,0,0
"origq0c15t0","0","DBestGuess5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","DBestGuess6",0.1994,0,0,0,1,0,0,0,1,0.25,0.0625,0.25,0.175,0.325,0.25,0.5,0.5,0.25,0.25,0.175,0.675,0.25,,0.175,0.675,0,0,0,0,0.25,0.25,0,0,0,0.5,0.5,0.5,0,0.5,0,0.5,1,0,0,0,1,0.15,1,0,0
"origq0c15t0","0","DBestGuess7",0.1971,0,0,0,1,0,0,0,1,0.25,0.111111,0.333333,0.258333,0.408333,0.333333,0.5,0.5,0.333333,0.333333,0.258333,0.591667,0.333333,,0.258333,0.591667,0,0,0,0,0.25,0.333333,0,0,0,0.666667,0.5,0.666667,0,0.666667,0,0.5,1,0,0,0,1,0.15,1,0,0
"origq0c15t0","0","DBestGuess8",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","DBestGuess9",0.2019,0,0,0,1,0,0,0,1,0.25,0.173611,0.416667,0.341667,0.491667,0.416667,0.5,0.5,0.416667,0.416667,0.341667,0.508333,0.416667,,0.341667,0.508333,0,0,0,0,0.25,0.416667,0,0,0,0.833333,0.5,0.833333,0,0.833333,0,0.5,1,0,0,0,1,0.15,1,0,0
"origq0c15t0","0","DBestGuess10",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","DBestGuess11",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","DBestGuess12",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","DBestGuess13",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","DBestGuess14",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","DBestGuess15",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","DBestGuess16",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","DBestGuess17",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","DBestGuess18",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","DBestGuess19",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"origq0c15t0","0","DBestGuess20",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
