"Scenario","Filter","All","P2 0.17  ","P2 0.33  ","P2 0.5  ","P2 0.67  ","P2 0.83  "
"CostsMult0.65","PLiabilitySignal 2",0.3236,0,0,0,0,1
"CostsMult0.65","PLiabilitySignal 3",0.2535,0,0,0,0,1
"CostsMult0.65","PLiabilitySignal 4",0.2544,0,0,0,0,1
"CostsMult0.65","PLiabilitySignal 5",0.1685,0,0,0,0,1
"CostsMult0.7000000000000001","All",1,0,0,0,0,1
"CostsMult0.7000000000000001","PLiabilitySignal 1",0,,,,,
"CostsMult0.7000000000000001","PLiabilitySignal 2",0.3302,0,0,0,0,1
"CostsMult0.7000000000000001","PLiabilitySignal 3",0.2328,0,0,0,0,1
"CostsMult0.7000000000000001","PLiabilitySignal 4",0.2596,0,0,0,0,1
"CostsMult0.7000000000000001","PLiabilitySignal 5",0.1774,0,0,0,0,1
"CostsMult0.75","All",1,0,0,0,0,1
"CostsMult0.75","PLiabilitySignal 1",0,,,,,
"CostsMult0.75","PLiabilitySignal 2",0.3215,0,0,0,0,1
"CostsMult0.75","PLiabilitySignal 3",0.2499,0,0,0,0,1
"CostsMult0.75","PLiabilitySignal 4",0.2597,0,0,0,0,1
"CostsMult0.75","PLiabilitySignal 5",0.1689,0,0,0,0,1
"CostsMult0.8","All",1,0,0,0,0.293221,0.706779
"CostsMult0.8","PLiabilitySignal 1",0,,,,,
"CostsMult0.8","PLiabilitySignal 2",0.2932,0,0,0,1,0
"CostsMult0.8","PLiabilitySignal 3",0.2587,0,0,0,0,1
"CostsMult0.8","PLiabilitySignal 4",0.2671,0,0,0,0,1
"CostsMult0.8","PLiabilitySignal 5",0.181,0,0,0,0,1
"CostsMult0.8500000000000001","All",1,0,0,0,0,1
"CostsMult0.8500000000000001","PLiabilitySignal 1",0,,,,,
"CostsMult0.8500000000000001","PLiabilitySignal 2",0.3035,0,0,0,0,1
"CostsMult0.8500000000000001","PLiabilitySignal 3",0.259,0,0,0,0,1
"CostsMult0.8500000000000001","PLiabilitySignal 4",0.2605,0,0,0,0,1
"CostsMult0.8500000000000001","PLiabilitySignal 5",0.177,0,0,0,0,1
"CostsMult0.9","All",1,0,0,0,0,1
"CostsMult0.9","PLiabilitySignal 1",0,,,,,
"CostsMult0.9","PLiabilitySignal 2",0.3137,0,0,0,0,1
"CostsMult0.9","PLiabilitySignal 3",0.2626,0,0,0,0,1
"CostsMult0.9","PLiabilitySignal 4",0.2535,0,0,0,0,1
"CostsMult0.9","PLiabilitySignal 5",0.1702,0,0,0,0,1
"CostsMult0.9500000000000001","All",1,0.121807,0.253878,0,0.439325,0.184991
"CostsMult0.9500000000000001","PLiabilitySignal 1",0.1218,1,0,0,0,0
"CostsMult0.9500000000000001","PLiabilitySignal 2",0.2539,0,1,0,0,0
"CostsMult0.9500000000000001","PLiabilitySignal 3",0.2115,0,0,0,1,0
"CostsMult0.9500000000000001","PLiabilitySignal 4",0.2452,0,0,0,0.929302,0.0706977
"CostsMult0.9500000000000001","PLiabilitySignal 5",0.1677,0,0,0,0,1
"CostsMult1","All",1,0.00214225,0,0,0,0.997858
"CostsMult1","PLiabilitySignal 1",0,,,,,
"CostsMult1","PLiabilitySignal 2",0.0895,0.0239234,0,0,0,0.976077
"CostsMult1","PLiabilitySignal 3",0.3518,0,0,0,0,1
"CostsMult1","PLiabilitySignal 4",0.3278,0,0,0,0,1
"CostsMult1","PLiabilitySignal 5",0.2309,0,0,0,0,1
"CostsMult1.05","All",1,0.00945095,0,0,0,0.990549
"CostsMult1.05","PLiabilitySignal 1",0,,,,,
"CostsMult1.05","PLiabilitySignal 2",0.2556,0.0369718,0,0,0,0.963028
"CostsMult1.05","PLiabilitySignal 3",0.302,0,0,0,0,1
"CostsMult1.05","PLiabilitySignal 4",0.2723,0,0,0,0,1
"CostsMult1.05","PLiabilitySignal 5",0.1701,0,0,0,0,1
"CostsMult1.1","All",1,0,0.180924,0,0.000327761,0.0596526
"CostsMult1.1","PLiabilitySignal 1",0,,,,,
"CostsMult1.1","PLiabilitySignal 2",0.3324,0,0.544379,0,0.000986193,0.0542406
"CostsMult1.1","PLiabilitySignal 3",0.2566,0,0,0,0,0.0689655
"CostsMult1.1","PLiabilitySignal 4",0.2461,0,0,0,0,0.0532623
"CostsMult1.1","PLiabilitySignal 5",0.1649,0,0,0,0,0.0656064
"CostsMult1.1500000000000001","All",1,0,0,0,0,0
"CostsMult1.1500000000000001","PLiabilitySignal 1",0,,,,,
"CostsMult1.1500000000000001","PLiabilitySignal 2",0.1308,0,0,0,0,0
"CostsMult1.1500000000000001","PLiabilitySignal 3",0.3338,0,0,0,0,0
"CostsMult1.1500000000000001","PLiabilitySignal 4",0.3291,0,0,0,0,0
"CostsMult1.1500000000000001","PLiabilitySignal 5",0.2063,0,0,0,0,0
"CostsMult1.2000000000000002","All",1,0,0,0,0,0
"CostsMult1.2000000000000002","PLiabilitySignal 1",0,,,,,
"CostsMult1.2000000000000002","PLiabilitySignal 2",0.0409,0,0,0,0,0
"CostsMult1.2000000000000002","PLiabilitySignal 3",0.359,0,0,0,0,0
"CostsMult1.2000000000000002","PLiabilitySignal 4",0.3634,0,0,0,0,0
"CostsMult1.2000000000000002","PLiabilitySignal 5",0.2368,0,0,0,0,0
"CostsMult1.25","All",1,0,0,0,0,1
"CostsMult1.25","PLiabilitySignal 1",0,,,,,
"CostsMult1.25","PLiabilitySignal 2",0,,,,,
"CostsMult1.25","PLiabilitySignal 3",0.4727,0,0,0,0,1
"CostsMult1.25","PLiabilitySignal 4",0.3383,0,0,0,0,1
"CostsMult1.25","PLiabilitySignal 5",0.1891,0,0,0,0,1
"CostsMult1.3","All",1,0,0,0,0,0
"CostsMult1.3","PLiabilitySignal 1",0,,,,,
"CostsMult1.3","PLiabilitySignal 2",0,,,,,
"CostsMult1.3","PLiabilitySignal 3",0.4028,0,0,0,0,0
"CostsMult1.3","PLiabilitySignal 4",0.3493,0,0,0,0,0
"CostsMult1.3","PLiabilitySignal 5",0.2479,0,0,0,0,0
"CostsMult1.35","All",1,0,0,0,0,0
"CostsMult1.35","PLiabilitySignal 1",0,,,,,
"CostsMult1.35","PLiabilitySignal 2",0,,,,,
"CostsMult1.35","PLiabilitySignal 3",0.4153,0,0,0,0,0
"CostsMult1.35","PLiabilitySignal 4",0.3503,0,0,0,0,0
"CostsMult1.35","PLiabilitySignal 5",0.2344,0,0,0,0,0
"CostsMult1.4000000000000001","All",1,0,0,0,0,0
"CostsMult1.4000000000000001","PLiabilitySignal 1",0,,,,,
"CostsMult1.4000000000000001","PLiabilitySignal 2",0,,,,,
"CostsMult1.4000000000000001","PLiabilitySignal 3",0.4316,0,0,0,0,0
"CostsMult1.4000000000000001","PLiabilitySignal 4",0.3427,0,0,0,0,0
"CostsMult1.4000000000000001","PLiabilitySignal 5",0.2257,0,0,0,0,0
"CostsMult1.4500000000000002","All",1,0,0,0,0,1
"CostsMult1.4500000000000002","PLiabilitySignal 1",0,,,,,
"CostsMult1.4500000000000002","PLiabilitySignal 2",0,,,,,
"CostsMult1.4500000000000002","PLiabilitySignal 3",0.3499,0,0,0,0,1
"CostsMult1.4500000000000002","PLiabilitySignal 4",0.4075,0,0,0,0,1
"CostsMult1.4500000000000002","PLiabilitySignal 5",0.2426,0,0,0,0,1
"CostsMult1.5","All",1,0,0,0,0,1
"CostsMult1.5","PLiabilitySignal 1",0,,,,,
"CostsMult1.5","PLiabilitySignal 2",0,,,,,
"CostsMult1.5","PLiabilitySignal 3",0.3408,0,0,0,0,1
"CostsMult1.5","PLiabilitySignal 4",0.4154,0,0,0,0,1
"CostsMult1.5","PLiabilitySignal 5",0.2438,0,0,0,0,1
"CostsMult1.55","All",1,0,0,0,0,1
"CostsMult1.55","PLiabilitySignal 1",0,,,,,
"CostsMult1.55","PLiabilitySignal 2",0,,,,,
"CostsMult1.55","PLiabilitySignal 3",0.3078,0,0,0,0,1
"CostsMult1.55","PLiabilitySignal 4",0.4126,0,0,0,0,1
"CostsMult1.55","PLiabilitySignal 5",0.2796,0,0,0,0,1
"CostsMult1.6","All",1,0,0,0,0,1
"CostsMult1.6","PLiabilitySignal 1",0,,,,,
"CostsMult1.6","PLiabilitySignal 2",0,,,,,
"CostsMult1.6","PLiabilitySignal 3",0.2592,0,0,0,0,1
"CostsMult1.6","PLiabilitySignal 4",0.449,0,0,0,0,1
"CostsMult1.6","PLiabilitySignal 5",0.2919,0,0,0,0,1
"CostsMult1.6500000000000001","All",1,0,0,0,0,1
"CostsMult1.6500000000000001","PLiabilitySignal 1",0,,,,,
"CostsMult1.6500000000000001","PLiabilitySignal 2",0,,,,,
"CostsMult1.6500000000000001","PLiabilitySignal 3",0.2411,0,0,0,0,1
"CostsMult1.6500000000000001","PLiabilitySignal 4",0.4705,0,0,0,0,1
"CostsMult1.6500000000000001","PLiabilitySignal 5",0.2884,0,0,0,0,1
"CostsMult1.7000000000000002","All",1,0,0,0,0,1
"CostsMult1.7000000000000002","PLiabilitySignal 1",0,,,,,
"CostsMult1.7000000000000002","PLiabilitySignal 2",0,,,,,
"CostsMult1.7000000000000002","PLiabilitySignal 3",0.2446,0,0,0,0,1
"CostsMult1.7000000000000002","PLiabilitySignal 4",0.4504,0,0,0,0,1
"CostsMult1.7000000000000002","PLiabilitySignal 5",0.305,0,0,0,0,1
"CostsMult1.75","All",1,0,0,0,0,1
"CostsMult1.75","PLiabilitySignal 1",0,,,,,
"CostsMult1.75","PLiabilitySignal 2",0,,,,,
"CostsMult1.75","PLiabilitySignal 3",0.2951,0,0,0,0,1
"CostsMult1.75","PLiabilitySignal 4",0.4339,0,0,0,0,1
"CostsMult1.75","PLiabilitySignal 5",0.271,0,0,0,0,1
"CostsMult1.8","All",1,0.551242,0,0,0,0.448758
"CostsMult1.8","PLiabilitySignal 1",0,,,,,
"CostsMult1.8","PLiabilitySignal 2",0,,,,,
"CostsMult1.8","PLiabilitySignal 3",0.5512,1,0,0,0,0
"CostsMult1.8","PLiabilitySignal 4",0.3214,0,0,0,0,1
"CostsMult1.8","PLiabilitySignal 5",0.1273,0,0,0,0,1
"CostsMult1.85","All",1,0,0.502591,0,0,0.497409
"CostsMult1.85","PLiabilitySignal 1",0,,,,,
"CostsMult1.85","PLiabilitySignal 2",0.06,0,1,0,0,0
"CostsMult1.85","PLiabilitySignal 3",0.4426,0,1,0,0,0
"CostsMult1.85","PLiabilitySignal 4",0.3242,0,0,0,0,1
"CostsMult1.85","PLiabilitySignal 5",0.1732,0,0,0,0,1
"CostsMult1.9000000000000001","All",1,0,0,0,0,1
"CostsMult1.9000000000000001","PLiabilitySignal 1",0,,,,,
"CostsMult1.9000000000000001","PLiabilitySignal 2",0,,,,,
"CostsMult1.9000000000000001","PLiabilitySignal 3",0.385,0,0,0,0,1
"CostsMult1.9000000000000001","PLiabilitySignal 4",0.385,0,0,0,0,1
"CostsMult1.9000000000000001","PLiabilitySignal 5",0.2301,0,0,0,0,1
"CostsMult1.9500000000000002","All",1,0.0770833,0.404167,0,0.205556,0.313194
"CostsMult1.9500000000000002","PLiabilitySignal 1",0,,,,,
"CostsMult1.9500000000000002","PLiabilitySignal 2",0.1243,0.52514,0.418994,0,0,0.0558659
"CostsMult1.9500000000000002","PLiabilitySignal 3",0.4069,0.0290102,0.829352,0,0.0716724,0.0699659
"CostsMult1.9500000000000002","PLiabilitySignal 4",0.3007,0,0.0484988,0,0.579677,0.371824
"CostsMult1.9500000000000002","PLiabilitySignal 5",0.1681,0,0,0,0.0123967,0.987603
"CostsMult2","All",1,0,0,0,0,1
"CostsMult2","PLiabilitySignal 1",0,,,,,
"CostsMult2","PLiabilitySignal 2",0,,,,,
"CostsMult2","PLiabilitySignal 3",0.3043,0,0,0,0,1
"CostsMult2","PLiabilitySignal 4",0.4547,0,0,0,0,1
"CostsMult2","PLiabilitySignal 5",0.2411,0,0,0,0,1
