"Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","PBargains2","DBargains2","POffer2","DOffer2","POfferMixedness2","DOfferMixedness2","Settles2","PBet2","DBet2","PBetMixedness2","DBetMixedness2","PAbandons2","DDefaults2","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","Settles1","PAbandons1","DDefaults1","Settles2","PAbandons2","DDefaults2","P Loses","P Wins"
"PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable",0.5,0,0.5,0.654387,0.98232,0.76776,0.6268,0.61696,0.738394,0.319053,0.106147,0.135807,0.09056,,,,,0.00224,0.0044,0.46368,0.58784,0.636704,0.411933,0.0713935,0.0728302,0.1448,,,,,0.00216,0.00264,0.52096,0.684582,1046460,904049,1046460,904049,49494.8,12723.2,53543.5,0,0,0.23536,61406.6,0.0044,0.00704,0,1,0,0.01248,0.98232,0.76776,0.01768,0.21456,0.09056,0.00224,0.0044,0.1448,0.00216,0.00264,0.16432,0.35664
"Truly Not Liable",0.5,0,0.5,0.347027,0.88976,0.84696,0.72944,0.63968,0.597616,0.238389,0.133136,0.0962387,0.1428,,,,,0.0084,0.00272,0.60312,0.5348,0.593716,0.292161,0.085493,0.069109,0.13656,,,,,0.004,0.00136,0.55112,0.30614,1005430,943079,1005430,943079,51489.6,56920.8,0,0,0,0.27936,35187.6,0.0124,0.00408,8E-05,0,0,0.00096,0.88976,0.84696,0.11024,0.0428,0.1428,0.0084,0.00272,0.13656,0.004,0.00136,0.3824,0.16872
"AllCount",25000,0,25000,0.500707,23401,20184,16953,15708,0.664761,0.276862,0.120264,0.115111,2917,,,,,133,89,13335,14033,0.613643,0.34768,0.0789573,0.0708339,3517,,,,,77,50,13401,6567,1025940,923564,1025940,923564,50492.2,34822,26771.8,0,0,6434,47176.5,210,139,1,12500,0,0.00672,23401,20184,1599,3217,2917,133,89,3517,77,50,6834,6567
"Liability Strength1",0.2024,0,0.2024,0.166667,0.807115,0.806126,0.71502,0.588538,0.484049,0.19521,0.148593,0.065535,0.19249,,,,,0.0116601,0.00197628,0.573715,0.403953,0.536136,0.207887,0.102163,0.0628262,0.112055,,,,,0.00632411,0.000197628,0.481423,0.0496716,985556,967591,985556,967591,46852.8,31557.5,3225.96,0,0,0.304545,20619.7,0.0179842,0.00217391,0,0.0268775,0,-0.0144269,0.807115,0.806126,0.192885,0.000988142,0.19249,0.0116601,0.00197628,0.112055,0.00632411,0.000197628,0.45751,0.023913
"Liability Strength2",0.1557,0,0.15572,0.333333,0.89905,0.888004,0.776008,0.659902,0.598066,0.227452,0.13534,0.0945183,0.135628,,,,,0.00770614,0.00256871,0.675315,0.569227,0.599158,0.261613,0.0881205,0.0712912,0.134087,,,,,0.00282558,0.000770614,0.604418,0.211645,995608,949982,995608,949982,54410.5,38171.9,25674.7,0,0,0.269715,32023.8,0.0105317,0.00333933,0.000256871,0.244798,0,-0.010018,0.89905,0.888004,0.10095,0.0110455,0.135628,0.00770614,0.00256871,0.134087,0.00282558,0.000770614,0.476496,0.127922
"Liability Strength3",0.2777,0,0.27772,0.5,0.970618,0.903932,0.753133,0.707907,0.696617,0.273834,0.128664,0.123063,0.0897307,,,,,0.00374478,0.00360075,0.667003,0.683566,0.622141,0.377409,0.0762136,0.0705259,0.19012,,,,,0.00360075,0.00187239,0.611263,0.503534,1024360,919007,1024360,919007,56632.6,46111.8,37866,0,0,0.27985,53654.1,0.00734553,0.00547314,0,0.50036,0,0.0260694,0.970618,0.903932,0.0293821,0.0666859,0.0897307,0.00374478,0.00360075,0.19012,0.00360075,0.00187239,0.303471,0.307792
"Liability Strength4",0.1636,0,0.16356,0.666667,0.994375,0.776473,0.63414,0.627782,0.768415,0.319692,0.0995279,0.136372,0.0736121,,,,,0.00171191,0.00342382,0.454634,0.616532,0.652466,0.395131,0.0664488,0.0786619,0.12717,,,,,0.00122279,0.00342382,0.565909,0.801642,1054550,894312,1054550,894312,51139.6,38498.6,34189.1,0,0,0.200783,66575.3,0.0029347,0.00684764,0,0.750795,0,0.0616288,0.994375,0.776473,0.00562485,0.217902,0.0736121,0.00171191,0.00342382,0.12717,0.00122279,0.00342382,0.112252,0.453656
"Liability Strength5",0.2006,0,0.2006,0.833333,0.999402,0.637488,0.496909,0.534197,0.800891,0.400254,0.070647,0.16404,0.0979063,,,,,0.00219342,0.00598205,0.261815,0.499701,0.681259,0.558596,0.0520916,0.0729613,0.117248,,,,,0.000797607,0.00378863,0.409571,0.952288,1069110,888794,1069110,888794,42093.7,16887.5,29973.4,0,0,0.215155,73424.5,0.00299103,0.00977069,0,0.970489,0,-0.0305085,0.999402,0.637488,0.000598205,0.361914,0.0979063,0.00219342,0.00598205,0.117248,0.000797607,0.00378863,0.0195414,0.39003
"PLiabilitySignal1",0.1686,0,0.1686,0.261566,0.62325,0.613049,0.598339,0.451483,0.202672,0.213643,0.0877787,0.0842577,0.366548,,,,,0.0144721,0.00213523,0.222301,0.186002,0.232119,0.215924,0.110721,0.0367117,0.158956,,,,,0.00688019,0.000237248,0.06382,0.141264,999306,974410,999306,974410,26283.5,21960.1,12891.1,0,0,0.525504,19676.4,0.0213523,0.00237248,0.000237248,0.133096,0,-1.09514,0.62325,0.613049,0.37675,0.0102017,0.366548,0.0144721,0.00213523,0.158956,0.00688019,0.000237248,0.0548043,0.0090154
"PLiabilitySignal2",0.2257,0,0.22572,0.375421,0.999468,0.954634,0.777601,0.717526,0.61673,0.244325,0.210911,0.0932197,0.0800992,,,,,0.00691122,0.00389864,0.838738,0.633174,0.563368,0.284722,0.110023,0.0695532,0.175793,,,,,0.00301258,0.000354421,0.684565,0.269739,1004300,935197,1004300,935197,60507.7,40536.7,25763.9,0,0,0.255892,44546.4,0.0099238,0.00425306,0,0.341662,0,-0.357788,0.999468,0.954634,0.000531632,0.0448343,0.0800992,0.00691122,0.00389864,0.175793,0.00301258,0.000354421,0.499911,0.184654
"PLiabilitySignal3",0.1961,0,0.19608,0.498742,0.999388,0.866993,0.767442,0.678499,0.762951,0.274601,0.130229,0.112176,0.0544676,,,,,0.00326397,0.00305998,0.732558,0.663199,0.644413,0.325068,0.0800179,0.0744388,0.132191,,,,,0.00305998,0.00203998,0.668911,0.405916,1024060,918796,1024060,918796,57139.9,39596.1,31050.6,0,0,0.186659,66402.6,0.00632395,0.00509996,0,0.5153,0,-0.00754794,0.999388,0.866993,0.000611995,0.132395,0.0544676,0.00326397,0.00305998,0.132191,0.00305998,0.00203998,0.397389,0.271522
"PLiabilitySignal4",0.2413,0,0.24128,0.628979,0.999668,0.796916,0.656167,0.641412,0.802355,0.324245,0.0738792,0.138948,0.0629973,,,,,0.00165782,0.00348143,0.589025,0.645557,0.671936,0.444599,0.0410059,0.0706859,0.192473,,,,,0.00198939,0.00364721,0.53067,0.589816,1043640,904893,1043640,904893,51464.7,35785.8,30640.2,0,0,0.255471,70852.3,0.00364721,0.00712865,0,0.662467,0,0.360411,0.999668,0.796916,0.000331565,0.202752,0.0629973,0.00165782,0.00348143,0.192473,0.00198939,0.00364721,0.217672,0.312997
"PLiabilitySignal5",0.1683,0,0.16832,0.726671,0.999287,0.75,0.552044,0.608603,0.824264,0.322926,0.045201,0.151265,0.0648764,,,,,0.0016635,0.00522814,0.123812,0.601473,0.792035,0.4941,0.0788487,0.107454,0.0109316,,,,,0.00095057,0.00356464,0.662785,0.813195,1058480,889352,1058480,889352,52172.1,33098.9,31497.3,0,0,0.075808,80512,0.00261407,0.00879278,0,0.829135,0,1.10884,0.999287,0.75,0.000712928,0.249287,0.0648764,0.0016635,0.00522814,0.0109316,0.00095057,0.00356464,0.123812,0.538973
"DLiabilitySignal1",0.1668,0,0.16684,0.264365,0.878446,0.878207,0.764085,0.595541,0.571018,0.17339,0.147647,0.0392466,0.127787,,,,,0.00935028,0.00191801,0.694797,0.39439,0.562075,0.176701,0.0976924,0.0527406,0.0637737,,,,,0.00671302,0.000479501,0.668185,0.202368,989522,955288,989522,955288,55190.6,36168.4,15791.4,0,0,0.191561,17396.7,0.0160633,0.00239751,0,0.161352,0,1.09015,0.878446,0.878207,0.121554,0.000239751,0.127787,0.00935028,0.00191801,0.0637737,0.00671302,0.000479501,0.532966,0.135219
"DLiabilitySignal2",0.2304,0,0.23044,0.374009,0.889082,0.888735,0.761153,0.659781,0.598989,0.201079,0.136822,0.0729485,0.12168,,,,,0.0072904,0.0027773,0.644506,0.59816,0.589744,0.196021,0.0883092,0.0688588,0.0765492,,,,,0.00399236,0.000520743,0.675924,0.40036,1003490,940532,1003490,940532,55982.5,39003.6,26829.1,0,0,0.198229,20446.6,0.0112828,0.00329804,0,0.322861,0,0.364346,0.889082,0.888735,0.110918,0.000347162,0.12168,0.0072904,0.0027773,0.0765492,0.00399236,0.000520743,0.405312,0.270613
"DLiabilitySignal3",0.1987,0,0.19868,0.503355,0.936179,0.935575,0.78176,0.738877,0.6801,0.240216,0.115533,0.115044,0.0851621,,,,,0.00603986,0.00181196,0.629354,0.738474,0.621056,0.223544,0.0768512,0.092813,0.0777129,,,,,0.0028186,0.00181196,0.760217,0.572828,1018500,920906,1018500,920906,60593.9,40789.9,33929.8,0,0,0.162875,29656,0.00885847,0.00362392,0.000201329,0.499698,0,0.0495269,0.936179,0.935575,0.0638212,0.000603986,0.0851621,0.00603986,0.00181196,0.0777129,0.0028186,0.00181196,0.324743,0.435474
"DLiabilitySignal4",0.2357,0,0.23568,0.624576,0.979803,0.974711,0.798031,0.810591,0.741785,0.335181,0.0993071,0.190269,0.0964019,,,,,0.00373388,0.00577054,0.578411,0.847251,0.648776,0.658457,0.0644878,0.0601501,0.391208,,,,,0.00203666,0.00407332,0.471487,0.769258,1039650,903723,1039650,903723,56627.6,36737.2,37538,0,0,0.48761,61988,0.00577054,0.00984386,0,0.678208,0,-0.352682,0.979803,0.974711,0.0201969,0.00509165,0.0964019,0.00373388,0.00577054,0.391208,0.00203666,0.00407332,0.108792,0.362695
"DLiabilitySignal5",0.1684,0,0.16836,0.731805,0.995961,0.2402,0.189119,0.232122,0.765781,0.791621,0.0960337,0.127327,0.16441,,,,,0,0.00522689,0.0451414,0.0669993,0.75,0.655797,0.0581703,0.153595,0.0282727,,,,,0,0.00285103,0.039439,0.86747,1082370,899815,1082370,899815,17811.8,18040.5,14056.2,0,0,0.192682,79161.5,0,0.00807793,0,0.828938,0,-1.10383,0.995961,0.2402,0.00403896,0.755761,0.16441,0,0.00522689,0.0282727,0,0.00285103,0.00522689,0.0342124
"MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MutOptLiability4",0.0029,0,0.00292,0.490868,1,1,0.671233,0.726027,0.82197,0.17803,0.0445829,0.039448,0,,,,,0,0,0.205479,0.452055,,,,,0,,,,,0,0,1,0.575342,1022530,907466,1022530,907466,70000,47054.8,36095.9,0,0,0,,0,0,0,0.561644,0,4,1,1,0,0,0,0,0,0,0,0,0.424658,0.575342
"MutOptLiability3",0.0286,0,0.02856,0.496265,1,1,0.778711,0.693277,0.812753,0.18691,0.0594917,0.0545601,0,,,,,0.00140056,0,0.558824,0.628852,0.671756,0.181934,0.0463802,0.0627328,0.00140056,,,,,0.00280112,0.00280112,0.991597,0.508475,1015900,914289,1015900,914289,69810.9,49310.2,33347.3,0,0,0.00140056,75000,0.00420168,0.00280112,0,0.473389,0,3,1,1,0,0,0,0.00140056,0,0.00140056,0.00280112,0.00280112,0.487395,0.504202
"MutOptLiability2",0.0982,0,0.09816,0.505433,0.99837,0.997963,0.810921,0.740016,0.80052,0.200108,0.0817483,0.0758995,0.00203749,,,,,0.00285249,0.00244499,0.614507,0.722901,0.659733,0.19366,0.0615424,0.0700405,0.00366748,,,,,0.00407498,0.000407498,0.982478,0.527997,1017740,912823,1017740,912823,69441.7,47191,32917.7,0,0,0.00570497,45238.1,0.00692747,0.00285249,0,0.501222,0,2,0.99837,0.997963,0.00162999,0.000407498,0.00203749,0.00285249,0.00244499,0.00366748,0.00407498,0.000407498,0.463733,0.518745
"MutOptLiability1",0.2128,0,0.21284,0.495364,0.99906,0.996805,0.80981,0.754557,0.755957,0.234109,0.117875,0.107403,0.0321368,,,,,0.00451043,0.00451043,0.65608,0.747228,0.627859,0.214971,0.0775724,0.0757691,0.0234918,,,,,0.00244315,0.00281902,0.926893,0.488848,1014970,917250,1014970,917250,67783.3,41288.3,30682.4,0,0,0.0556286,46734.2,0.00695358,0.00732945,0,0.501785,0,1,0.99906,0.996805,0.000939673,0.00225522,0.0321368,0.00451043,0.00451043,0.0234918,0.00244315,0.00281902,0.473783,0.45311
"MutOptLiability0",0.3225,0,0.32248,0.506429,0.937484,0.807492,0.687671,0.630241,0.66265,0.279,0.123925,0.119511,0.112007,,,,,0.00558174,0.00347308,0.60841,0.597618,0.619234,0.383619,0.0753643,0.0682683,0.185686,,,,,0.00372116,0.00210866,0.494914,0.478947,1026600,923645,1026600,923645,49756.9,33948.6,27189.5,0,0,0.297693,49934,0.0093029,0.00558174,0,0.505706,0,0,0.937484,0.807492,0.0625155,0.129993,0.112007,0.00558174,0.00347308,0.185686,0.00372116,0.00210866,0.257876,0.237038
"MutOptLiability-1",0.2046,0,0.20464,0.497459,0.875098,0.637021,0.556489,0.518765,0.557299,0.320509,0.132039,0.126789,0.187842,,,,,0.00742768,0.00195465,0.406959,0.402463,0.583051,0.44322,0.0910422,0.0731618,0.209539,,,,,0.00332291,0.00273651,0.224199,0.443766,1033020,931223,1033020,931223,35757.4,27170.6,21374.1,0,0,0.397381,44950,0.0107506,0.00469116,0,0.490813,0,-1,0.875098,0.637021,0.124902,0.238077,0.187842,0.00742768,0.00195465,0.209539,0.00332291,0.00273651,0.124707,0.0994918
"MutOptLiability-2",0.0988,0,0.0988,0.498785,0.873279,0.609717,0.533198,0.518219,0.498061,0.382615,0.158819,0.153506,0.251822,,,,,0.0048583,0.00647773,0.337247,0.333603,0.543369,0.607168,0.107831,0.0640947,0.290283,,,,,0.00202429,0.000404858,0.053846,0.413534,1038620,931128,1038620,931128,30251,24574.6,23089.1,0,0,0.542105,47579,0.00688259,0.00688259,0.000404858,0.521053,0,-2,0.873279,0.609717,0.126721,0.263563,0.251822,0.0048583,0.00647773,0.290283,0.00202429,0.000404858,0.0315789,0.0222672
"MutOptLiability-3",0.0288,0,0.02884,0.496533,0.837725,0.493759,0.456311,0.417476,0.313584,0.457129,0.126989,0.176719,0.337032,,,,,0.00832178,0.00693481,0.140083,0.137309,0.290123,0.635802,0.102531,0.112395,0.131761,,,,,0,0,0.009709,0.857143,1041300,935659,1041300,935659,23037.4,28307.9,16874.7,0,0,0.468793,39718.9,0.00832178,0.00693481,0,0.439667,0,-3,0.837725,0.493759,0.162275,0.343967,0.337032,0.00832178,0.00693481,0.131761,0,0,0.00138696,0.0083218
"MutOptLiability-4",0.0028,0,0.00276,0.485507,0.753623,0.188406,0.173913,0.188406,0.179487,0.794872,0.09582,0.127586,0.173913,,,,,0,0,0.0144928,0.0144928,,,,,0.0144928,,,,,0,0,0,,1056640,930894,1056640,930894,12463.8,37657,15362.3,0,0,0.188406,48717.9,0,0,0,0.42029,0,-4,0.753623,0.188406,0.246377,0.565217,0.173913,0,0,0.0144928,0,0,0,0
"MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Liable MutOptLiability4",0.0016,0,0.00164,0.552846,1,1,0.731707,0.658537,0.814815,0.185185,0.0451109,0.0413582,0,,,,,0,0,0.243902,0.512195,,,,,0,,,,,0,0,1,0.707317,1035730,894268,1035730,894268,70000,24756.1,64268.3,0,0,0,,0,0,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0.292683,0.707317
"Truly Liable MutOptLiability3",0.0135,0,0.01352,0.57643,1,1,0.763314,0.713018,0.81773,0.188652,0.0547263,0.0600376,0,,,,,0,0,0.431953,0.66568,0.677778,0.177778,0.0492239,0.0652169,0,,,,,0.00295858,0.00295858,0.994083,0.645833,1029560,900562,1029560,900562,69881.7,22544.4,70443.8,0,0,0,,0.00295858,0.00295858,0,1,0,3,1,1,0,0,0,0,0,0,0.00295858,0.00295858,0.352071,0.642012
"Truly Liable MutOptLiability2",0.0492,0,0.0492,0.619648,0.998374,0.998374,0.780488,0.743902,0.81105,0.208471,0.0654771,0.0906525,0.00162602,,,,,0.00325203,0.00325203,0.469106,0.762602,0.677918,0.206048,0.0549945,0.0756486,0.00487805,,,,,0.00243902,0.000813008,0.982114,0.695364,1034330,896236,1034330,896236,69439,23986.4,65674.8,0,0,0.00650407,53125,0.00569106,0.00406504,0,1,0,2,0.998374,0.998374,0.00162602,0,0.00162602,0.00325203,0.00325203,0.00487805,0.00243902,0.000813008,0.299187,0.682927
"Truly Liable MutOptLiability1",0.1068,0,0.1068,0.66985,0.999251,0.996629,0.791011,0.788015,0.792161,0.263158,0.0826461,0.139058,0.0303371,,,,,0.00262172,0.00561798,0.499251,0.849438,0.653541,0.240961,0.0651214,0.0840533,0.0194757,,,,,0.00262172,0.00411985,0.931835,0.731913,1038850,893231,1038850,893231,67915.7,24141.7,61146.4,0,0,0.0498127,67982.5,0.00524345,0.00973783,0,1,0,1,0.999251,0.996629,0.000749064,0.00262172,0.0303371,0.00262172,0.00561798,0.0194757,0.00262172,0.00411985,0.249813,0.682022
"Truly Liable MutOptLiability0",0.1631,0,0.16308,0.658245,0.989453,0.762325,0.640422,0.617856,0.74068,0.322777,0.109551,0.142435,0.0851116,,,,,0.00245278,0.00466029,0.576404,0.612215,0.641078,0.453393,0.0659425,0.0680652,0.214373,,,,,0.00269806,0.00245278,0.450576,0.642896,1046230,905750,1046230,905750,48015.7,10394.9,53765.4,0,0,0.299485,63397.5,0.00515085,0.00711307,0,1,0,0,0.989453,0.762325,0.010547,0.227128,0.0851116,0.00245278,0.00466029,0.214373,0.00269806,0.00245278,0.160903,0.289674
"Truly Liable MutOptLiability-1",0.1004,0,0.10044,0.681468,0.955795,0.538033,0.450816,0.457587,0.683333,0.401867,0.132252,0.146812,0.135006,,,,,0.00119474,0.00238949,0.359219,0.368777,0.619538,0.508739,0.0862966,0.0735776,0.182796,,,,,0.00119474,0.00358423,0.211868,0.62406,1056450,910311,1056450,910311,33237.8,4920.02,43548.4,0,0,0.317802,61560.2,0.00238949,0.00597372,0,1,0,-1,0.955795,0.538033,0.0442055,0.417762,0.135006,0.00119474,0.00238949,0.182796,0.00119474,0.00358423,0.0796495,0.132218
"Truly Liable MutOptLiability-2",0.0515,0,0.05148,0.630407,0.972028,0.576535,0.484071,0.498057,0.605032,0.463066,0.177493,0.1633,0.212898,,,,,0.001554,0.00621601,0.344988,0.342657,0.563333,0.655333,0.107312,0.0661933,0.301476,,,,,0.001554,0.000777001,0.052059,0.522388,1055690,913800,1055690,913800,30512.8,1185.57,44312.4,0,0,0.514375,58232.6,0.003108,0.00699301,0,1,0,-2,0.972028,0.576535,0.027972,0.395493,0.212898,0.001554,0.00621601,0.301476,0.001554,0.000777001,0.024864,0.027195
"Truly Liable MutOptLiability-3",0.0127,0,0.01268,0.598843,0.933754,0.391167,0.33123,0.353312,0.415278,0.588889,0.16115,0.156487,0.268139,,,,,0.00630915,0.00946372,0.107256,0.104101,0.333333,0.638889,0.0914818,0.128467,0.0977918,,,,,0,0,0.009464,1,1061620,917466,1061620,917466,20914.8,578.339,38380.7,0,0,0.365931,50933.9,0.00630915,0.00946372,0,1,0,-3,0.933754,0.391167,0.0662461,0.542587,0.268139,0.00630915,0.00946372,0.0977918,0,0,0,0.0094637
"Truly Liable MutOptLiability-4",0.0012,0,0.00116,0.54023,0.793103,0.137931,0.137931,0.137931,0.166667,0.833333,0.0944498,0.126873,0.137931,,,,,0,0,0,0,,,,,0,,,,,0,0,0,,1063450,925172,1063450,925172,11379.3,0,36551.7,0,0,0.137931,50000,0,0,0,1,0,-4,0.793103,0.137931,0.206897,0.655172,0.137931,0,0,0,0,0,0,0
"Truly Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Not Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Truly Not Liable MutOptLiability4",0.0013,0,0.00128,0.411458,1,1,0.59375,0.8125,0.833333,0.166667,0.0437442,0.0364141,0,,,,,0,0,0.15625,0.375,,,,,0,,,,,0,0,1,0.40625,1005630,924375,1005630,924375,70000,75625,0,0,0,0,,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0.59375,0.40625
