"OptionSet","Exploit","Filter","All","D1 0.17  ","D1 0.33  ","D1 0.5  ","D1 0.67  ","D1 0.83  "
"liabhighcosts","0.0019149311919882243","DLiabilitySignal 5",0,,,,,
"bothbasecosts","0.0011549036332394536","All",1,0.937065,0.000520125,0.000320077,0.000320077,0.0617748
"bothbasecosts","0.0011549036332394536","DSignal Liab 1 Dam 1",0.0354,1,0,0,0,0
"bothbasecosts","0.0011549036332394536","DSignal Liab 1 Dam 2",0.0374,0.995722,0.00320856,0.00106952,0,0
"bothbasecosts","0.0011549036332394536","DSignal Liab 1 Dam 3",0.0406,0.999015,0.000985222,0,0,0
"bothbasecosts","0.0011549036332394536","DSignal Liab 1 Dam 4",0.039,0.998975,0,0,0.00102459,0
"bothbasecosts","0.0011549036332394536","DSignal Liab 1 Dam 5",0.0366,1,0,0,0,0
"bothbasecosts","0.0011549036332394536","DSignal Liab 2 Dam 1",0.0399,0.997994,0.00100301,0,0.00100301,0
"bothbasecosts","0.0011549036332394536","DSignal Liab 2 Dam 2",0.0395,1,0,0,0,0
"bothbasecosts","0.0011549036332394536","DSignal Liab 2 Dam 3",0.0382,0.997908,0.00104603,0.00104603,0,0
"bothbasecosts","0.0011549036332394536","DSignal Liab 2 Dam 4",0.0397,1,0,0,0,0
"bothbasecosts","0.0011549036332394536","DSignal Liab 2 Dam 5",0.038,0.997897,0.00105152,0,0.00105152,0
"bothbasecosts","0.0011549036332394536","DSignal Liab 3 Dam 1",0.0467,0.998288,0,0,0.000856164,0.000856164
"bothbasecosts","0.0011549036332394536","DSignal Liab 3 Dam 2",0.0461,0.999131,0.00086881,0,0,0
"bothbasecosts","0.0011549036332394536","DSignal Liab 3 Dam 3",0.0471,0.999151,0.000848896,0,0,0
"bothbasecosts","0.0011549036332394536","DSignal Liab 3 Dam 4",0.0479,0.998331,0.000834725,0.000834725,0,0
"bothbasecosts","0.0011549036332394536","DSignal Liab 3 Dam 5",0.0455,0.998241,0,0.000879507,0,0.000879507
"bothbasecosts","0.0011549036332394536","DSignal Liab 4 Dam 1",0.0387,1,0,0,0,0
"bothbasecosts","0.0011549036332394536","DSignal Liab 4 Dam 2",0.0368,1,0,0,0,0
"bothbasecosts","0.0011549036332394536","DSignal Liab 4 Dam 3",0.0371,0.997845,0,0,0.00107759,0.00107759
"bothbasecosts","0.0011549036332394536","DSignal Liab 4 Dam 4",0.0386,0.998965,0.0010352,0,0,0
"bothbasecosts","0.0011549036332394536","DSignal Liab 4 Dam 5",0.038,0.98633,0,0.0042061,0.00105152,0.0084122
"bothbasecosts","0.0011549036332394536","DSignal Liab 5 Dam 1",0.0378,1,0,0,0,0
"bothbasecosts","0.0011549036332394536","DSignal Liab 5 Dam 2",0.0401,0.999002,0,0,0.000998004,0
"bothbasecosts","0.0011549036332394536","DSignal Liab 5 Dam 3",0.0381,0.997901,0.00104932,0,0,0.00104932
"bothbasecosts","0.0011549036332394536","DSignal Liab 5 Dam 4",0.0406,0.37734,0.000985222,0,0.000985222,0.62069
"bothbasecosts","0.0011549036332394536","DSignal Liab 5 Dam 5",0.0361,0,0,0,0,1
"damhighcosts","0.010413403254322422","All",1,0.0534045,0.109646,0.550734,0.158211,0.000166889
"damhighcosts","0.010413403254322422","DSignal Liab 1 Dam 1",0.5132,0.036748,0.0660163,0.897236,0,0
"damhighcosts","0.010413403254322422","DSignal Liab 1 Dam 2",0.097,0.0877797,0.487091,0.423408,0,0.00172117
"damhighcosts","0.010413403254322422","DSignal Liab 1 Dam 3",0.0102,0.0491803,0.0819672,0.819672,0.0491803,0
"damhighcosts","0.010413403254322422","DSignal Liab 1 Dam 4",0.0003,0,0,1,0,0
"damhighcosts","0.010413403254322422","DSignal Liab 1 Dam 5",0,,,,,
"shootoutbasecosts","0.0003574806892847582","All",1,0.559819,0.00260083,0.00192061,0.000440141,0.435219
"shootoutbasecosts","0.0003574806892847582","DSignal Liab 1 Dam 1",0.035,0.998856,0.00114416,0,0,0
"shootoutbasecosts","0.0003574806892847582","DSignal Liab 1 Dam 2",0.0389,1,0,0,0,0
"shootoutbasecosts","0.0003574806892847582","DSignal Liab 1 Dam 3",0.0388,1,0,0,0,0
"shootoutbasecosts","0.0003574806892847582","DSignal Liab 1 Dam 4",0.0368,1,0,0,0,0
"shootoutbasecosts","0.0003574806892847582","DSignal Liab 1 Dam 5",0.0371,1,0,0,0,0
"shootoutbasecosts","0.0003574806892847582","DSignal Liab 2 Dam 1",0.0393,1,0,0,0,0
"shootoutbasecosts","0.0003574806892847582","DSignal Liab 2 Dam 2",0.038,0.998947,0,0,0,0.00105263
"shootoutbasecosts","0.0003574806892847582","DSignal Liab 2 Dam 3",0.0362,0.99779,0.00110497,0.00110497,0,0
"shootoutbasecosts","0.0003574806892847582","DSignal Liab 2 Dam 4",0.0366,1,0,0,0,0
"shootoutbasecosts","0.0003574806892847582","DSignal Liab 2 Dam 5",0.0422,0.998104,0.000947867,0,0.000947867,0
"shootoutbasecosts","0.0003574806892847582","DSignal Liab 3 Dam 1",0.0443,0.991863,0.000904159,0.00723327,0,0
"shootoutbasecosts","0.0003574806892847582","DSignal Liab 3 Dam 2",0.0459,0.983449,0.00348432,0.0130662,0,0
"shootoutbasecosts","0.0003574806892847582","DSignal Liab 3 Dam 3",0.044,0.982712,0.00818926,0.00909918,0,0
"shootoutbasecosts","0.0003574806892847582","DSignal Liab 3 Dam 4",0.0457,0.286964,0.000874891,0,0,0.712161
"shootoutbasecosts","0.0003574806892847582","DSignal Liab 3 Dam 5",0.048,0.000833333,0.000833333,0,0,0.998333
"shootoutbasecosts","0.0003574806892847582","DSignal Liab 4 Dam 1",0.0383,0.932079,0.0480669,0.0104493,0.00835946,0.00104493
"shootoutbasecosts","0.0003574806892847582","DSignal Liab 4 Dam 2",0.0375,0,0,0.00106724,0.00106724,0.997866
"shootoutbasecosts","0.0003574806892847582","DSignal Liab 4 Dam 3",0.0427,0,0,0.000938086,0,0.999062
"shootoutbasecosts","0.0003574806892847582","DSignal Liab 4 Dam 4",0.0392,0,0,0.00102041,0,0.99898
"shootoutbasecosts","0.0003574806892847582","DSignal Liab 4 Dam 5",0.0407,0,0,0,0,1
"shootoutbasecosts","0.0003574806892847582","DSignal Liab 5 Dam 1",0.0387,0.00103413,0,0,0.00103413,0.997932
"shootoutbasecosts","0.0003574806892847582","DSignal Liab 5 Dam 2",0.0422,0,0,0,0,1
"shootoutbasecosts","0.0003574806892847582","DSignal Liab 5 Dam 3",0.0368,0,0,0.00108814,0,0.998912
"shootoutbasecosts","0.0003574806892847582","DSignal Liab 5 Dam 4",0.0397,0.00100908,0,0,0,0.998991
"shootoutbasecosts","0.0003574806892847582","DSignal Liab 5 Dam 5",0.0375,0,0,0,0,1
"soallroundsbasecosts","0.00029162741032267534","All",1,0.574716,0.00120058,0.000360173,0.000320154,0.423403
"soallroundsbasecosts","0.00029162741032267534","DSignal Liab 1 Dam 1",0.0353,0.998865,0,0,0.00113507,0
"soallroundsbasecosts","0.00029162741032267534","DSignal Liab 1 Dam 2",0.0361,0.99556,0.00221976,0.00110988,0.00110988,0
"soallroundsbasecosts","0.00029162741032267534","DSignal Liab 1 Dam 3",0.0397,0.997984,0,0,0,0.00201613
"soallroundsbasecosts","0.00029162741032267534","DSignal Liab 1 Dam 4",0.0388,1,0,0,0,0
"soallroundsbasecosts","0.00029162741032267534","DSignal Liab 1 Dam 5",0.0356,1,0,0,0,0
"soallroundsbasecosts","0.00029162741032267534","DSignal Liab 2 Dam 1",0.0399,0.997994,0.00100301,0,0,0.00100301
"soallroundsbasecosts","0.00029162741032267534","DSignal Liab 2 Dam 2",0.0397,1,0,0,0,0
"soallroundsbasecosts","0.00029162741032267534","DSignal Liab 2 Dam 3",0.0402,0.999005,0,0.000995025,0,0
"soallroundsbasecosts","0.00029162741032267534","DSignal Liab 2 Dam 4",0.0383,1,0,0,0,0
"soallroundsbasecosts","0.00029162741032267534","DSignal Liab 2 Dam 5",0.0415,0.998069,0,0.000965251,0,0.000965251
"soallroundsbasecosts","0.00029162741032267534","DSignal Liab 3 Dam 1",0.0464,1,0,0,0,0
"soallroundsbasecosts","0.00029162741032267534","DSignal Liab 3 Dam 2",0.0449,0.997324,0.00178412,0,0.000892061,0
"soallroundsbasecosts","0.00029162741032267534","DSignal Liab 3 Dam 3",0.0455,1,0,0,0,0
"soallroundsbasecosts","0.00029162741032267534","DSignal Liab 3 Dam 4",0.0474,0.331926,0,0,0,0.668074
"soallroundsbasecosts","0.00029162741032267534","DSignal Liab 3 Dam 5",0.0469,0,0,0,0,1
"soallroundsbasecosts","0.00029162741032267534","DSignal Liab 4 Dam 1",0.039,0.972279,0.0225873,0.00308008,0.00205339,0
"soallroundsbasecosts","0.00029162741032267534","DSignal Liab 4 Dam 2",0.0366,0,0.00218818,0,0,0.997812
"soallroundsbasecosts","0.00029162741032267534","DSignal Liab 4 Dam 3",0.0371,0.00107759,0,0.00107759,0,0.997845
"soallroundsbasecosts","0.00029162741032267534","DSignal Liab 4 Dam 4",0.0373,0.00107296,0,0,0,0.998927
"soallroundsbasecosts","0.00029162741032267534","DSignal Liab 4 Dam 5",0.0402,0,0,0,0.000995025,0.999005
"soallroundsbasecosts","0.00029162741032267534","DSignal Liab 5 Dam 1",0.0376,0,0,0.00106496,0,0.998935
"soallroundsbasecosts","0.00029162741032267534","DSignal Liab 5 Dam 2",0.0425,0,0.00094162,0,0.00188324,0.997175
"soallroundsbasecosts","0.00029162741032267534","DSignal Liab 5 Dam 3",0.0388,0,0,0,0,1
"soallroundsbasecosts","0.00029162741032267534","DSignal Liab 5 Dam 4",0.0383,0,0,0,0,1
"soallroundsbasecosts","0.00029162741032267534","DSignal Liab 5 Dam 5",0.0367,0,0,0.00109051,0,0.998909
"bothhighcosts","0.003821785712785888","All",1,0.571382,0.0333333,0.378374,0.0165854,0.000325203
"bothhighcosts","0.003821785712785888","DSignal Liab 1 Dam 1",0.0002,1,0,0,0,0
"bothhighcosts","0.003821785712785888","DSignal Liab 1 Dam 2",0.0011,1,0,0,0,0
"bothhighcosts","0.003821785712785888","DSignal Liab 1 Dam 3",0.0039,1,0,0,0,0
"bothhighcosts","0.003821785712785888","DSignal Liab 1 Dam 4",0.0062,1,0,0,0,0
"bothhighcosts","0.003821785712785888","DSignal Liab 1 Dam 5",0.012,0.986486,0.0135135,0,0,0
"bothhighcosts","0.003821785712785888","DSignal Liab 2 Dam 1",0.0059,1,0,0,0,0
"bothhighcosts","0.003821785712785888","DSignal Liab 2 Dam 2",0.0102,1,0,0,0,0
"bothhighcosts","0.003821785712785888","DSignal Liab 2 Dam 3",0.0283,0.988506,0,0.0114943,0,0
"bothhighcosts","0.003821785712785888","DSignal Liab 2 Dam 4",0.0472,0.993103,0.00689655,0,0,0
"bothhighcosts","0.003821785712785888","DSignal Liab 2 Dam 5",0.0634,0.966667,0.025641,0.00769231,0,0
"bothhighcosts","0.003821785712785888","DSignal Liab 3 Dam 1",0.0242,0.966443,0.0268456,0.00671141,0,0
"bothhighcosts","0.003821785712785888","DSignal Liab 3 Dam 2",0.0463,0.94386,0.0350877,0.0210526,0,0
"bothhighcosts","0.003821785712785888","DSignal Liab 3 Dam 3",0.0928,0.952715,0.0350263,0.00875657,0.00350263,0
"bothhighcosts","0.003821785712785888","DSignal Liab 3 Dam 4",0.1174,0.944598,0.0235457,0.0152355,0.0166205,0
"bothhighcosts","0.003821785712785888","DSignal Liab 3 Dam 5",0.1259,0.936693,0.0271318,0.00904393,0.0271318,0
"bothhighcosts","0.003821785712785888","DSignal Liab 4 Dam 1",0.0593,0.175342,0.0712329,0.753425,0,0
"bothhighcosts","0.003821785712785888","DSignal Liab 4 Dam 2",0.0802,0.00608519,0.0365112,0.935091,0.0223124,0
"bothhighcosts","0.003821785712785888","DSignal Liab 4 Dam 3",0.027,0,0.0180723,0.879518,0.10241,0
"bothhighcosts","0.003821785712785888","DSignal Liab 4 Dam 4",0.0021,0.0769231,0,0.0769231,0.846154,0
"bothhighcosts","0.003821785712785888","DSignal Liab 4 Dam 5",0.0005,0,0,0.333333,0.333333,0.333333
"bothhighcosts","0.003821785712785888","DSignal Liab 5 Dam 1",0.12,0.00135501,0.0609756,0.933604,0.00406504,0
"bothhighcosts","0.003821785712785888","DSignal Liab 5 Dam 2",0.1229,0.0026455,0.037037,0.935185,0.0251323,0
"bothhighcosts","0.003821785712785888","DSignal Liab 5 Dam 3",0.0028,0,0,0.705882,0.294118,0
"bothhighcosts","0.003821785712785888","DSignal Liab 5 Dam 4",0,,,,,
"bothhighcosts","0.003821785712785888","DSignal Liab 5 Dam 5",0.0002,0,0,0,0,1
"shootouthighcosts","0.0012064325842105813","All",1,0.887924,0.0260546,0.0678246,0.0181969,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 1 Dam 1",0.0151,1,0,0,0,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 1 Dam 2",0.0343,1,0,0,0,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 1 Dam 3",0.0476,1,0,0,0,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 1 Dam 4",0.0569,1,0,0,0,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 1 Dam 5",0.0596,1,0,0,0,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 2 Dam 1",0.0815,0.977157,0.0228426,0,0,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 2 Dam 2",0.1044,0.962376,0.0356436,0.0019802,0,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 2 Dam 3",0.1423,0.925872,0.0348837,0.0319767,0.00726744,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 2 Dam 4",0.1309,0.78515,0.0126382,0.175355,0.0268562,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 2 Dam 5",0.0308,0.939597,0,0.0134228,0.0469799,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 3 Dam 1",0.1706,0.887273,0.0557576,0.0448485,0.0121212,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 3 Dam 2",0.1222,0.649746,0.0338409,0.257191,0.0592217,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 3 Dam 3",0.0012,0,0,0,1,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 3 Dam 4",0,,,,,
"shootouthighcosts","0.0012064325842105813","DSignal Liab 3 Dam 5",0,,,,,
"shootouthighcosts","0.0012064325842105813","DSignal Liab 4 Dam 1",0.0025,0.0833333,0.0833333,0.166667,0.666667,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 4 Dam 2",0,,,,,
"shootouthighcosts","0.0012064325842105813","DSignal Liab 4 Dam 3",0,,,,,
"shootouthighcosts","0.0012064325842105813","DSignal Liab 4 Dam 4",0.0002,0,0,1,0,0
"shootouthighcosts","0.0012064325842105813","DSignal Liab 4 Dam 5",0,,,,,
"shootouthighcosts","0.0012064325842105813","DSignal Liab 5 Dam 1",0,,,,,
"shootouthighcosts","0.0012064325842105813","DSignal Liab 5 Dam 2",0,,,,,
"shootouthighcosts","0.0012064325842105813","DSignal Liab 5 Dam 3",0,,,,,
"shootouthighcosts","0.0012064325842105813","DSignal Liab 5 Dam 4",0,,,,,
"shootouthighcosts","0.0012064325842105813","DSignal Liab 5 Dam 5",0,,,,,
"soallroundshighcosts","0.0010150671057617044","All",1,0.893635,0.0246734,0.0740203,0.00746423,0.00020734
"soallroundshighcosts","0.0010150671057617044","DSignal Liab 1 Dam 1",0.0153,1,0,0,0,0
"soallroundshighcosts","0.0010150671057617044","DSignal Liab 1 Dam 2",0.0369,1,0,0,0,0
"soallroundshighcosts","0.0010150671057617044","DSignal Liab 1 Dam 3",0.044,1,0,0,0,0
